Date and Time     Completed      Estimated Time Left
01-01-2025 16:46      1%    2 days and   4 hours
01-01-2025 17:17      2%    2 days and   3 hours
01-01-2025 17:49      3%    2 days and   3 hours
01-01-2025 18:21      4%    2 days and   3 hours
01-01-2025 18:54      5%    2 days and   3 hours
01-01-2025 19:26      6%    2 days and   2 hours
01-01-2025 19:59      7%    2 days and   2 hours
01-01-2025 20:31      8%    2 days and   2 hours
01-01-2025 21:03      9%    2 days and   1 hours
01-01-2025 21:36     10%    2 days and   1 hours
01-01-2025 22:09     11%    1 days and  24 hours
01-01-2025 22:42     12%    1 days and  24 hours
01-01-2025 23:13     13%    1 days and  23 hours
01-01-2025 23:46     14%    1 days and  23 hours
02-01-2025 00:19     15%    1 days and  22 hours
02-01-2025 00:51     16%    1 days and  22 hours
02-01-2025 01:24     17%    1 days and  21 hours
02-01-2025 01:57     18%    1 days and  21 hours
02-01-2025 02:30     19%    1 days and  20 hours
02-01-2025 03:03     20%    1 days and  20 hours
02-01-2025 03:35     21%    1 days and  19 hours
02-01-2025 04:08     22%    1 days and  19 hours
02-01-2025 04:40     23%    1 days and  18 hours
02-01-2025 05:13     24%    1 days and  18 hours
02-01-2025 05:47     25%    1 days and  17 hours
02-01-2025 06:20     26%    1 days and  17 hours
02-01-2025 06:53     27%    1 days and  16 hours
02-01-2025 07:26     28%    1 days and  16 hours
02-01-2025 07:59     29%    1 days and  15 hours
02-01-2025 08:31     30%    1 days and  14 hours
02-01-2025 09:03     31%    1 days and  14 hours
02-01-2025 09:36     32%    1 days and  13 hours
02-01-2025 10:09     33%    1 days and  13 hours
02-01-2025 10:41     34%    1 days and  12 hours
02-01-2025 11:14     35%    1 days and  12 hours
02-01-2025 11:48     36%    1 days and  11 hours
02-01-2025 12:20     37%    1 days and  11 hours
02-01-2025 12:53     38%    1 days and  10 hours
02-01-2025 13:26     39%    1 days and  10 hours
02-01-2025 13:59     40%    1 days and   9 hours
02-01-2025 14:32     41%    1 days and   9 hours
02-01-2025 15:04     42%    1 days and   8 hours
02-01-2025 15:37     43%    1 days and   7 hours
02-01-2025 16:10     44%    1 days and   7 hours
02-01-2025 16:43     45%    1 days and   6 hours
02-01-2025 17:15     46%    1 days and   6 hours
02-01-2025 17:49     47%    1 days and   5 hours
02-01-2025 18:21     48%    1 days and   5 hours
02-01-2025 18:53     49%    1 days and   4 hours
02-01-2025 19:27     50%    1 days and   4 hours
02-01-2025 19:59     51%    1 days and   3 hours
02-01-2025 20:32     52%    1 days and   3 hours
02-01-2025 21:05     53%    1 days and   2 hours
02-01-2025 21:38     54%    1 days and   2 hours
02-01-2025 22:10     55%    1 days and   1 hours
02-01-2025 22:43     56%   23 hours and  56 minutes
02-01-2025 23:16     57%   23 hours and  23 minutes
02-01-2025 23:48     58%   22 hours and  50 minutes
03-01-2025 00:21     59%   22 hours and  18 minutes
03-01-2025 00:54     60%   21 hours and  45 minutes
03-01-2025 01:26     61%   21 hours and  13 minutes
03-01-2025 02:00     62%   20 hours and  40 minutes
03-01-2025 02:33     63%   20 hours and   8 minutes
03-01-2025 03:06     64%   19 hours and  36 minutes
03-01-2025 03:40     65%   19 hours and   4 minutes
03-01-2025 04:12     66%   18 hours and  31 minutes
03-01-2025 04:45     67%   17 hours and  58 minutes
03-01-2025 05:17     68%   17 hours and  25 minutes
03-01-2025 05:49     69%   16 hours and  52 minutes
03-01-2025 06:21     70%   16 hours and  19 minutes
03-01-2025 06:53     71%   15 hours and  46 minutes
03-01-2025 07:26     72%   15 hours and  14 minutes
03-01-2025 07:58     73%   14 hours and  41 minutes
03-01-2025 08:30     74%   14 hours and   8 minutes
03-01-2025 09:03     75%   13 hours and  35 minutes
03-01-2025 09:35     76%   13 hours and   3 minutes
03-01-2025 10:08     77%   12 hours and  30 minutes
03-01-2025 10:40     78%   11 hours and  57 minutes
03-01-2025 11:12     79%   11 hours and  25 minutes
03-01-2025 11:45     80%   10 hours and  52 minutes
03-01-2025 12:19     81%   10 hours and  20 minutes
03-01-2025 12:52     82%    9 hours and  47 minutes
03-01-2025 13:25     83%    9 hours and  15 minutes
03-01-2025 13:58     84%    8 hours and  42 minutes
03-01-2025 14:32     85%    8 hours and   9 minutes
03-01-2025 15:04     86%    7 hours and  37 minutes
03-01-2025 15:36     87%    7 hours and   4 minutes
03-01-2025 16:09     88%    6 hours and  31 minutes
03-01-2025 16:42     89%    5 hours and  59 minutes
03-01-2025 17:16     90%    5 hours and  26 minutes
03-01-2025 17:50     91%    4 hours and  54 minutes
03-01-2025 18:24     92%    4 hours and  21 minutes
03-01-2025 18:57     93%    3 hours and  48 minutes
03-01-2025 19:31     94%    3 hours and  16 minutes
03-01-2025 20:03     95%    2 hours and  43 minutes
03-01-2025 20:35     96%    2 hours and  10 minutes
03-01-2025 21:07     97%    1 hours and  38 minutes
03-01-2025 21:40     98%    1 hours and   5 minutes
03-01-2025 22:13     99%   32 minutes and 42 seconds
03-01-2025 22:45    100%    0 minutes and  0 seconds
