Date and Time     Completed      Estimated Time Left
31-12-2024 15:24      1%    1 days and   9 hours
31-12-2024 15:45      2%    1 days and  10 hours
31-12-2024 16:06      3%    1 days and  10 hours
31-12-2024 16:28      4%    1 days and  10 hours
31-12-2024 16:49      5%    1 days and  10 hours
31-12-2024 17:11      6%    1 days and  10 hours
31-12-2024 17:33      7%    1 days and   9 hours
31-12-2024 17:54      8%    1 days and   9 hours
31-12-2024 18:16      9%    1 days and   9 hours
31-12-2024 18:37     10%    1 days and   8 hours
31-12-2024 18:58     11%    1 days and   8 hours
