# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.140027
40000 0.143553
60000 0.142926
80000 0.14261
100000 0.143109
120000 0.14138
140000 0.147477
160000 0.144798
180000 0.140679
200000 0.134209
220000 0.137118
240000 0.141969
260000 0.139641
280000 0.137996
300000 0.144025
320000 0.137314
340000 0.147287
360000 0.148242
380000 0.14352
400000 0.138352
420000 0.142795
440000 0.139394
460000 0.141273
480000 0.137055
500000 0.141131
520000 0.141743
540000 0.14642
560000 0.144184
580000 0.141318
600000 0.145355
620000 0.146791
640000 0.140866
660000 0.146191
680000 0.139436
700000 0.142693
720000 0.144414
740000 0.144132
760000 0.147076
780000 0.146124
800000 0.144736
820000 0.147914
840000 0.141264
860000 0.138965
880000 0.139172
900000 0.146486
920000 0.147085
940000 0.145334
960000 0.140148
980000 0.143676
1000000 0.14194
1020000 0.14152
1040000 0.145273
1060000 0.147491
1080000 0.144633
1100000 0.145793
1120000 0.140246
1140000 0.140741
1160000 0.142285
1180000 0.148415
1200000 0.148791
1220000 0.148362
1240000 0.149312
1260000 0.140852
1280000 0.145506
1300000 0.143561
1320000 0.143228
1340000 0.138628
1360000 0.142377
1380000 0.150283
1400000 0.151227
1420000 0.144085
1440000 0.14743
1460000 0.145671
1480000 0.142502
1500000 0.140135
1520000 0.145282
1540000 0.149115
1560000 0.144555
1580000 0.14673
1600000 0.148694
1620000 0.14702
1640000 0.150675
1660000 0.145405
1680000 0.144384
1700000 0.151233
1720000 0.149629
1740000 0.143871
1760000 0.147978
1780000 0.144847
1800000 0.14082
1820000 0.145592
1840000 0.146821
1860000 0.147174
1880000 0.144654
1900000 0.147317
1920000 0.146969
1940000 0.144758
1960000 0.144132
1980000 0.146393
2000000 0.142486
