# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.176373
40000 0.179843
60000 0.180456
80000 0.177387
100000 0.181295
120000 0.184562
140000 0.178462
160000 0.186102
180000 0.177908
200000 0.175789
220000 0.178031
240000 0.180239
260000 0.179217
280000 0.184349
300000 0.180388
320000 0.187198
340000 0.18128
360000 0.178359
380000 0.179459
400000 0.178265
420000 0.180142
440000 0.180349
460000 0.182964
480000 0.184544
500000 0.186228
520000 0.187722
540000 0.190118
560000 0.182124
580000 0.184333
600000 0.184394
620000 0.182218
640000 0.185812
660000 0.185688
680000 0.180787
700000 0.17894
720000 0.176439
740000 0.185623
760000 0.185706
780000 0.18549
800000 0.1803
820000 0.192857
840000 0.1915
860000 0.183379
880000 0.193287
900000 0.189993
920000 0.188938
940000 0.192263
960000 0.189367
980000 0.190063
1000000 0.183478
1020000 0.18808
1040000 0.189379
1060000 0.188087
1080000 0.189452
1100000 0.19134
1120000 0.185756
1140000 0.191142
1160000 0.188909
1180000 0.188134
1200000 0.190369
1220000 0.191253
1240000 0.190532
1260000 0.19374
1280000 0.193413
1300000 0.186217
1320000 0.186796
1340000 0.188594
1360000 0.190606
1380000 0.190452
1400000 0.187843
1420000 0.191968
1440000 0.192584
1460000 0.186784
1480000 0.191692
1500000 0.193623
1520000 0.187252
1540000 0.189476
1560000 0.187084
1580000 0.188395
1600000 0.190337
1620000 0.187018
1640000 0.190723
1660000 0.187378
1680000 0.190812
1700000 0.194709
1720000 0.193779
1740000 0.18716
1760000 0.190392
1780000 0.18587
1800000 0.190511
1820000 0.186899
1840000 0.18656
1860000 0.197897
1880000 0.195301
1900000 0.188062
1920000 0.187612
1940000 0.194744
1960000 0.194293
1980000 0.190224
2000000 0.190744
