Date and Time     Completed      Estimated Time Left
06-01-2025 15:18      1%    1 days and   5 hours
06-01-2025 15:37      2%    1 days and   6 hours
06-01-2025 15:56      3%    1 days and   6 hours
06-01-2025 16:14      4%    1 days and   6 hours
06-01-2025 16:33      5%    1 days and   6 hours
06-01-2025 16:52      6%    1 days and   6 hours
06-01-2025 17:11      7%    1 days and   5 hours
06-01-2025 17:29      8%    1 days and   5 hours
06-01-2025 17:47      9%    1 days and   5 hours
06-01-2025 18:05     10%    1 days and   4 hours
06-01-2025 18:23     11%    1 days and   4 hours
06-01-2025 18:42     12%    1 days and   4 hours
06-01-2025 19:01     13%    1 days and   3 hours
06-01-2025 19:20     14%    1 days and   3 hours
06-01-2025 19:38     15%    1 days and   3 hours
06-01-2025 19:57     16%    1 days and   2 hours
06-01-2025 20:15     17%    1 days and   2 hours
06-01-2025 20:34     18%    1 days and   2 hours
06-01-2025 20:52     19%    1 days and   1 hours
06-01-2025 21:10     20%    1 days and   1 hours
06-01-2025 21:29     21%    1 days and   1 hours
06-01-2025 21:47     22%    1 days and   1 hours
06-01-2025 22:06     23%   23 hours and  44 minutes
06-01-2025 22:24     24%   23 hours and  23 minutes
06-01-2025 22:42     25%   23 hours and   4 minutes
06-01-2025 23:00     26%   22 hours and  45 minutes
06-01-2025 23:19     27%   22 hours and  27 minutes
06-01-2025 23:37     28%   22 hours and   7 minutes
06-01-2025 23:55     29%   21 hours and  48 minutes
07-01-2025 00:12     30%   21 hours and  27 minutes
07-01-2025 00:30     31%   21 hours and   8 minutes
07-01-2025 00:49     32%   20 hours and  49 minutes
07-01-2025 01:06     33%   20 hours and  30 minutes
07-01-2025 01:25     34%   20 hours and  11 minutes
07-01-2025 01:43     35%   19 hours and  52 minutes
07-01-2025 02:01     36%   19 hours and  35 minutes
07-01-2025 02:20     37%   19 hours and  17 minutes
07-01-2025 02:38     38%   18 hours and  58 minutes
07-01-2025 02:57     39%   18 hours and  40 minutes
07-01-2025 03:16     40%   18 hours and  22 minutes
07-01-2025 03:34     41%   18 hours and   4 minutes
07-01-2025 03:53     42%   17 hours and  46 minutes
07-01-2025 04:11     43%   17 hours and  28 minutes
07-01-2025 04:30     44%   17 hours and  10 minutes
07-01-2025 04:49     45%   16 hours and  53 minutes
07-01-2025 05:08     46%   16 hours and  35 minutes
07-01-2025 05:26     47%   16 hours and  16 minutes
07-01-2025 05:45     48%   15 hours and  58 minutes
07-01-2025 06:04     49%   15 hours and  39 minutes
07-01-2025 06:22     50%   15 hours and  21 minutes
07-01-2025 06:40     51%   15 hours and   3 minutes
07-01-2025 06:58     52%   14 hours and  44 minutes
07-01-2025 07:17     53%   14 hours and  25 minutes
07-01-2025 07:35     54%   14 hours and   7 minutes
07-01-2025 07:54     55%   13 hours and  48 minutes
07-01-2025 08:12     56%   13 hours and  30 minutes
07-01-2025 08:31     57%   13 hours and  12 minutes
07-01-2025 08:49     58%   12 hours and  54 minutes
07-01-2025 09:08     59%   12 hours and  35 minutes
07-01-2025 09:27     60%   12 hours and  17 minutes
07-01-2025 09:45     61%   11 hours and  59 minutes
07-01-2025 10:04     62%   11 hours and  40 minutes
07-01-2025 10:22     63%   11 hours and  22 minutes
07-01-2025 10:40     64%   11 hours and   3 minutes
07-01-2025 10:59     65%   10 hours and  45 minutes
07-01-2025 11:17     66%   10 hours and  26 minutes
07-01-2025 11:35     67%   10 hours and   8 minutes
07-01-2025 11:54     68%    9 hours and  49 minutes
07-01-2025 12:13     69%    9 hours and  31 minutes
07-01-2025 12:31     70%    9 hours and  13 minutes
07-01-2025 12:50     71%    8 hours and  54 minutes
07-01-2025 13:08     72%    8 hours and  36 minutes
07-01-2025 13:26     73%    8 hours and  17 minutes
07-01-2025 13:44     74%    7 hours and  59 minutes
07-01-2025 14:02     75%    7 hours and  40 minutes
07-01-2025 14:20     76%    7 hours and  22 minutes
07-01-2025 14:39     77%    7 hours and   3 minutes
07-01-2025 14:57     78%    6 hours and  45 minutes
07-01-2025 15:15     79%    6 hours and  26 minutes
07-01-2025 15:33     80%    6 hours and   8 minutes
07-01-2025 15:51     81%    5 hours and  49 minutes
07-01-2025 16:10     82%    5 hours and  31 minutes
07-01-2025 16:29     83%    5 hours and  13 minutes
07-01-2025 16:47     84%    4 hours and  54 minutes
07-01-2025 17:06     85%    4 hours and  36 minutes
07-01-2025 17:24     86%    4 hours and  17 minutes
07-01-2025 17:42     87%    3 hours and  59 minutes
07-01-2025 18:00     88%    3 hours and  40 minutes
07-01-2025 18:18     89%    3 hours and  22 minutes
07-01-2025 18:36     90%    3 hours and   3 minutes
07-01-2025 18:54     91%    2 hours and  45 minutes
07-01-2025 19:12     92%    2 hours and  27 minutes
07-01-2025 19:30     93%    2 hours and   8 minutes
07-01-2025 19:48     94%    1 hours and  50 minutes
07-01-2025 20:05     95%    1 hours and  31 minutes
07-01-2025 20:23     96%    1 hours and  13 minutes
07-01-2025 20:41     97%   55 minutes and  3 seconds
07-01-2025 20:59     98%   36 minutes and 41 seconds
07-01-2025 21:16     99%   18 minutes and 20 seconds
07-01-2025 21:34    100%    0 minutes and  0 seconds
