Simulation state at cycle:     700000
##############################################################################                                           

Number-of-molecules: 401   

Box-size(s):    28.159998   50.615008

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.6304590200E+000
Box 2    0.2528016590E+002

Rotation per molecule type
Box 1    0.1052677895E+003
Box 2    0.1800000000E+003

Volume    Delta_Volume
Box 1   0.4209949914E+003
Box 2   0.1949050886E+004

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 382   
Atomtype         X                  Y                   Z
  1       28.1599702419        3.1285156919       24.8893648348
  2       28.1035544769        3.3628044098       24.3949701968
  1       28.0578770437        3.6087319254       23.9051404018
  1       14.2494700096       25.9795554116       18.6422499144
  2       14.6204976592       25.9579841003       18.2368203130
  1       14.9920718751       25.9298434285       17.8322950312
  1        2.3278907850        7.9776625347        8.5884730940
  2        2.6633996109        8.3822435901        8.7504854311
  1        2.9888146626        8.7948924032        8.9127383205
  1       25.6883582647       13.3773187011        9.3463350966
  2       25.2849113125       13.6282426167        9.6234050251
  1       24.8816738088       13.8838090561        9.8965081369
  1       22.9936194662        5.5051132021       20.7102436915
  2       22.5855035169        5.3086244779       20.3982604336
  1       22.1681749974        5.1150889320       20.0967958449
  1        6.9667623918       23.0732299715        5.1090634119
  2        6.7530281591       23.5252542294        5.3381741888
  1        6.5497681632       23.9816445799        5.5681594516
  1       19.1168063970        6.8526070801       14.4277273894
  2       19.6412270556        6.9041777543       14.2701728324
  1       20.1611459389        6.9746682402       14.1052017892
  1        5.1760562070       19.6899185388        1.2275371757
  2        4.8179177649       20.0766922920        1.0705565396
  1        4.4738054215       20.4672828617        0.8930017567
  1       26.2818384695       15.3686221522        0.9458300902
  2       26.4753995435       15.0255325232        0.5620025024
  1       26.6876199686       14.6817531823        0.1888024824
  1       17.5408736285        2.2067525532       25.3975313972
  2       17.7497008999        2.6174309914       25.6979217950
  1       17.9674850450        3.0175485033       26.0061036274
  1        6.9477969573       17.3710067436       13.4973833303
  2        6.5558918646       17.0707541937       13.2549811755
  1        6.1686394141       16.7596884225       13.0188167740
  1       21.8106706311       12.7623110905       11.9264163484
  2       21.9020942809       12.6927100387       12.4642800949
  1       21.9978208702       12.6307671777       13.0023316733
  1       11.6207101476        8.4999187653       23.9480673700
  2       12.0502747090        8.1564536561       23.9456165946
  1       12.4932399603        7.8314449036       23.9201000126
  1       13.6650572790       17.5383212642        0.5245629836
  2       13.3600511955       17.0923965425        0.6276281649
  1       13.0439964497       16.6507280505        0.7144517787
  1       12.6437067559        3.1762124129        1.0118676439
  2       12.7901868434        3.3993753650        0.5309914844
  1       12.9378973084        3.6252597481        0.0517651673
  1       20.7135613741       26.2508493792       27.5956793316
  2       20.2920006813       26.3160890841       27.2485045007
  1       19.8590779340       26.3809167571       26.9155251219
  1        5.8477108489        3.8241703065        3.3653873893
  2        5.7171205180        3.8112525942        3.8995028245
  1        5.5951957290        3.8057275288        4.4357898918
  1       18.7915716536       11.9513955538       22.3230070006
  2       18.7121028541       11.4222533282       22.1957544368
  1       18.6254559091       10.8919808219       22.0782666719
  1       11.2432138087       26.0643185211       10.1724711294
  2       11.1565386308       25.9895883025        9.6345094134
  1       11.0785958669       25.9187453986        9.0946888807
  1        8.8974626941       26.4985810289       27.4346647924
