# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.176714
40000 0.178355
60000 0.186882
80000 0.184813
100000 0.182887
120000 0.187287
140000 0.182054
160000 0.183057
180000 0.177475
200000 0.185252
220000 0.182685
240000 0.184387
260000 0.186456
280000 0.182448
300000 0.185177
320000 0.182898
340000 0.181572
360000 0.183098
380000 0.181714
400000 0.18829
420000 0.187296
440000 0.183783
460000 0.184572
480000 0.183228
500000 0.181182
520000 0.179005
540000 0.18119
560000 0.18587
580000 0.189595
600000 0.182594
620000 0.183313
640000 0.18385
660000 0.182345
680000 0.183734
700000 0.182848
720000 0.180155
740000 0.180851
760000 0.183123
780000 0.183342
800000 0.180371
820000 0.184371
840000 0.184115
860000 0.185423
880000 0.188303
900000 0.18456
920000 0.183867
940000 0.187197
960000 0.189632
980000 0.18512
1000000 0.190202
1020000 0.18383
1040000 0.192772
1060000 0.185981
1080000 0.186109
1100000 0.188782
1120000 0.188503
1140000 0.186709
1160000 0.186647
1180000 0.190397
1200000 0.185148
1220000 0.191121
1240000 0.186678
1260000 0.180994
1280000 0.181496
1300000 0.181809
1320000 0.188899
1340000 0.194251
1360000 0.195295
1380000 0.191542
1400000 0.189843
1420000 0.192674
1440000 0.199117
1460000 0.193895
1480000 0.191735
1500000 0.188628
1520000 0.18879
1540000 0.194564
1560000 0.194045
1580000 0.192048
1600000 0.190043
1620000 0.190459
1640000 0.188502
1660000 0.194082
1680000 0.193849
1700000 0.191536
1720000 0.189819
1740000 0.191957
1760000 0.193752
1780000 0.191981
1800000 0.192085
1820000 0.194777
1840000 0.191491
1860000 0.194654
1880000 0.195669
1900000 0.191655
1920000 0.192466
1940000 0.187835
1960000 0.198336
1980000 0.197814
2000000 0.19713
