# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.155592
40000 0.156747
60000 0.159674
80000 0.158601
100000 0.157322
120000 0.156487
140000 0.154746
160000 0.158744
180000 0.158529
200000 0.1581
220000 0.159122
240000 0.159581
260000 0.155461
280000 0.16008
300000 0.156349
320000 0.158452
340000 0.161467
360000 0.154481
380000 0.155414
400000 0.16266
420000 0.151093
440000 0.158202
460000 0.160496
480000 0.157544
500000 0.157057
520000 0.161617
540000 0.156964
560000 0.158425
580000 0.156739
600000 0.154779
620000 0.154923
640000 0.163101
660000 0.157237
680000 0.15531
700000 0.16011
720000 0.15991
740000 0.158125
760000 0.161349
780000 0.160301
800000 0.161581
820000 0.157508
840000 0.15728
860000 0.158448
880000 0.157761
900000 0.16003
920000 0.159239
940000 0.159221
960000 0.162527
980000 0.164728
1000000 0.163919
1020000 0.160372
1040000 0.164703
1060000 0.161714
1080000 0.162314
1100000 0.162819
1120000 0.159981
1140000 0.15699
1160000 0.159021
1180000 0.162879
1200000 0.161659
1220000 0.162771
1240000 0.162469
1260000 0.163205
1280000 0.156879
1300000 0.159231
1320000 0.16132
1340000 0.159188
1360000 0.164337
1380000 0.161208
1400000 0.165849
1420000 0.168196
1440000 0.164896
1460000 0.157799
1480000 0.160838
1500000 0.160299
1520000 0.163288
1540000 0.163665
1560000 0.160947
1580000 0.158679
1600000 0.163587
1620000 0.163506
1640000 0.169917
1660000 0.16348
1680000 0.163277
1700000 0.161469
1720000 0.158777
1740000 0.166441
1760000 0.163603
1780000 0.163543
1800000 0.16364
1820000 0.16388
1840000 0.161258
1860000 0.168076
1880000 0.162171
1900000 0.170219
1920000 0.162914
1940000 0.162725
1960000 0.162231
1980000 0.159429
2000000 0.163123
