Simulation state at cycle:    1100000
##############################################################################                                           

Number-of-molecules: 401   

Box-size(s):    27.894446   50.696302

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.7448832288E+000
Box 2    0.2533336480E+002

Rotation per molecule type
Box 1    0.1446743887E+003
Box 2    0.1800000000E+003

Volume    Delta_Volume
Box 1   0.4999081574E+003
Box 2   0.2314389617E+004

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 350   
Atomtype         X                  Y                   Z
  1       16.5469800187       18.5757748793        5.0338524035
  2       17.0205265962       18.4881058422        5.2994983687
  1       17.5034089386       18.3938280332        5.5453363990
  1        6.1824376447        9.2177531237        7.2609954714
  2        6.7151344461        9.2128672063        7.3977808711
  1        7.2443854136        9.1677296067        7.5404553589
  1        6.0694715150       12.3669920161       25.2748255148
  2        6.0879621143       11.9212801501       24.9531128631
  1        6.1318222758       11.4738389873       24.6362963689
  1       19.8048183054       12.3641074226        6.5917337685
  2       20.3122001471       12.1729310778        6.6840119996
  1       20.8218844345       11.9804659761        6.7593718746
  1       10.5752714227        3.1497675305       21.6527918577
  2       10.3082018377        3.2703015976       21.1873400605
  1       10.0320812395        3.3874690514       20.7263311648
  1       14.4707967572       23.2577614627       16.5768362372
  2       14.7743947195       23.0394432435       16.1735182083
  1       15.0812453412       22.8229432941       15.7716843286
  1       24.1962888103        8.6125044099       24.0335085543
  2       23.6982202506        8.6178036837       23.8002712769
  1       23.2069656008        8.6507071022       23.5551463433
  1       19.8847233250        2.3790820373       19.6846860397
  2       19.6596542624        2.5756903887       20.1464100626
  1       19.4034774602        2.7595461356       20.5970435160
  1        3.2594667121       17.8137290782       -0.1212255670
  2        2.7867009316       17.7299561897        0.1470552932
  1        2.3128080865       17.6609702184        0.4175483729
  1        1.4633682013        8.8550920370       19.1104071061
  2        1.9034225234        9.1848320541       19.1215298165
  1        2.3483808361        9.5076934834       19.1380403121
  1       25.7946676311       26.9119208048       14.8631180054
  2       26.1762016235       27.2562461352       15.0590054207
  1       26.5397182743       27.6064673173       15.2774104738
  1       13.9621809565       11.8578957084       11.0842554848
  2       14.4460409221       11.7740195688       10.8365776157
  1       14.9146492381       11.7037217553       10.5573564443
  1        2.2840393512        2.7569252186       22.5827220508
  2        2.7805039855        2.7469612855       22.8192037351
  1        3.2782684867        2.7057825417       23.0494966167
  1       26.7215293012       13.4225670668        7.6132943398
  2       26.6475575788       13.8233478510        7.2439666434
  1       26.6194118201       14.2140879558        6.8579226229
  1        0.9471707228       27.2509144843       17.9046089756
  2        1.3437391115       27.6061106084       18.0427003456
  1        1.7360747342       27.9697363915       18.1705637415
  1        9.3379134820       11.0919957226       18.3200436585
  2        8.9288691561       11.4206450916       18.1552033367
  1        8.5097219675       11.7463526058       18.0112233087
  1        9.4296116452       13.6375185997        5.6873529486
  2        9.3699295601       13.9210648116        5.2198707624
  1        9.3076158320       14.1873716099        4.7426939739
  1       26.8512232748        7.1380904707       12.9842638528
  2       27.3884041928        7.0316051023       13.0352297992
  1       27.9250414302        6.9140259578       13.0616043923
  1       12.8091068363        5.6341204119       23.5097071966
  2       12.7113965607        5.9541624401       23.9461998108
  1       12.6162070599        6.2789960533       24.3796996166
  1       17.3161738650       14.8542266309        2.1677094914
  2       17.5530528404       14.4696998061        1.8538186314
  1       17.8015083093       14.0829334833        1.5518555699
  1       14.7098280073       21.8432597867       27.2464129852
  2       15.1483067899       22.0094473322       26.9589794156
  1       15.5752875135       22.1846529346       26.6598298584
  1        1.4112410428       15.1349237128       14.9394310861
  2        0.9486269816       15.4229253590       15.0138843071
  1        0.4801520611       15.7018841833       15.0860869538
  1       15.2884150628       14.5915540291       19.8704609461
  2       14.8475250695       14.4949598626       20.1847626814
  1       14.4078596145       14.4018001389       20.5018045597
  1       21.4248473163        2.3490605252        1.3243551163
  2       21.0285560753        2.6930848115        1.4889775413
  1       20.6314489485        3.0337997606        1.6584450966
  1        7.0245245780       13.5149143950        8.9621930158
  2        7.4059910110       13.7898000729        8.6768489698
  1        7.7770224103       14.0734644098        8.3863834062
  1       24.4964377409       13.7525553299       15.1837711005
  2       24.3348450817       13.2948129722       14.9251985836
  1       24.1834937334       12.8305067160       14.6721917284
  1       14.6259932394       22.9304827617       22.0881278589
  2       14.6653609598       22.4443972983       22.3424330001
  1       14.6967569314       21.9723550293       22.6229510712
  1        1.4433522497        2.2736934316       12.4466784077
  2        1.7773760458        2.1981229519       12.0163097212
  1        2.1352355168        2.1167841339       11.6066506012
  1        4.2638308554       23.3139409153        1.9651795856
  2        4.4545814400       23.1906521387        1.4642663277
  1        4.6420374952       23.0421749662        0.9689737317
  1       27.6362506524        9.6286860425       24.9477036352
  2       27.5391243518       10.1684686710       24.9064580814
  1       27.4477485517       10.7089059502       24.8608728927
  1       14.0283826997        0.7594892409       14.1581157848
  2       13.7436866973        1.0590630821       14.5210258286
  1       13.4747421505        1.3425489367       14.9080718207
  1       26.4221012135        1.6181308369        4.4936610173
  2       26.8577682457        1.7321046073        4.8094207625
  1       27.2914893623        1.8532810545        5.1251774104
  1        1.6523716132        8.6153136611       10.7095023835
  2        1.4803591569        8.3786468078       10.2437765893
  1        1.3124437609        8.1518649671        9.7716808198
  1       25.6646871093       19.6506741391       26.9594265728
  2       25.5915470143       20.1912935652       26.8895612551
  1       25.5089255802       20.7323593291       26.8355100132
  1        2.2644333853       27.7317093698        7.4902286205
  2        2.3960493307       27.1987803293        7.4561129243
  1        2.5441335345       26.6693965031        7.4381175888
  1       26.5494559487       20.3367526690        4.4278606307
  2       26.2053627483       20.1499169299        4.8141147906
  1       25.8566295901       19.9689194346        5.1989850156
  1       22.1872357284       15.3711690373       13.2112676399
  2       21.9597684324       15.1698450506       12.7527621529
  1       21.7408767689       14.9735286110       12.2879543494
  1        1.9235424077       12.7662146788        1.0057192694
  2        2.0697877020       12.9621194705        0.5130392246
  1        2.2170150649       13.1604935638        0.0216414003
  1       23.1301410520       14.0155279336       18.4630802324
  2       22.7577589811       14.3261304034       18.2035466143
  1       22.3809324309       14.5868608448       17.8993733297
  1        8.4676476327        1.8067941412       18.4161813231
  2        8.2234290705        2.2955614754       18.4791399358
  1        7.9865957148        2.7851357397       18.5611582283
  1       13.2048000542       25.4448589619       25.4044934611
  2       13.4405102881       25.1402225390       25.0118901811
  1       13.6831443554       24.8396312925       24.6203884431
  1       16.0972769396       19.5861494729       17.1131246544
  2       16.2629189410       19.8471972282       17.5680057342
  1       16.4083556138       20.1097766047       18.0288747441
  1       17.1150776527        4.9859846914       10.7067335913
  2       16.9337919224        4.6029262634       11.0573070140
  1       16.7577119665        4.2376395395       11.4288732361
  1        3.3424006414       23.3575551060        8.5486295713
  2        2.8463399769       23.1234713421        8.5082735482
  1        2.3626209446       22.8622744443        8.4911832759
  1       10.4349588229       26.7505216637        1.7188124753
  2       10.7984228862       26.7187281524        2.1303741928
  1       11.1732731700       26.6590150429        2.5283963131
  1       17.8650566571        1.0541170724       24.0365833277
  2       18.0997222286        0.5926735377       24.2223302895
  1       18.3360241239        0.1373236616       24.4206177161
  1       10.8874655667       11.4093789432       14.6750272737
  2       10.6797968576       11.8624999875       14.4425299050
  1       10.4940604464       12.3342263275       14.2292783055
  1       19.1634933405        8.3481050032       24.8606878632
  2       19.6752205084        8.5466218650       24.8256684223
  1       20.1890732429        8.7426279540       24.8317494838
  1        8.7887697189       14.8957146884        0.3068537650
  2        9.2874214340       15.0437295038        0.4855660520
  1        9.7875357018       15.1832344332        0.6670160251
  1       23.4058612071       13.1720958987        3.0982740174
  2       23.6508117675       13.4184387972        2.6718770201
  1       23.9034982106       13.6581902050        2.2462377093
  1        7.9640674930        0.9503110895       27.1542158164
  2        7.6380959736        0.5103152861       27.1027739895
  1        7.3034502343        0.0776058909       27.0455480562
  1       12.3114571379        9.0325408255       17.4856702230
  2       11.9298471687        9.0522906068       17.8812505279
  1       11.5585301479        9.0830637469       18.2858202782
  1        5.3858109651       25.3396350959       17.2266292666
  2        5.3626693196       25.5263624179       17.7434439059
  1        5.3364380814       25.7160724833       18.2590232036
  1       23.4827970604       24.7405377905       21.4566851710
  2       23.9998857610       24.6461748051       21.6185953398
  1       24.5187311131       24.5478197601       21.7723021539
  1        3.8418165452       20.2510806993        4.6422558110
  2        3.8862210055       20.0509079583        4.1319038563
  1        3.9239824769       19.8514632085        3.6207327870
  1       27.2512814687       21.6755018806       18.5527959691
  2       26.7378779680       21.4859393191       18.4981802139
  1       26.2175874835       21.3180212693       18.4381690537
  1       24.1278074058        9.8839952100       16.7104490371
  2       24.2494813900        9.3733820758       16.5462245907
  1       24.3890096723        8.8643466967       16.3915803533
  1       22.7975157298        3.6160803173       22.3553113180
  2       23.1413945647        3.8802032826       22.0169529191
  1       23.4983571577        4.1370419001       21.6866324221
  1        0.5278730291       25.8520013630       20.6986481359
  2        0.1273308591       25.6407297933       21.0107863967
  1       -0.2899164935       25.4283786255       21.2994239329
  1        6.8971811295        4.3045487110       16.0318501392
  2        6.9741146245        4.8128236213       15.8363051241
  1        7.0492681813        5.3244049483       15.6488578309
  1       22.9509790775        2.7812926883       14.0960278637
  2       23.2263276121        2.9441653914       14.5434154664
  1       23.5029005626        3.0864474726       14.9970267663
  1        1.2911326344       18.7096676790       12.7883774242
  2        0.9371283835       18.2890235162       12.7729023246
  1        0.5818203534       17.8716509491       12.7275554065
  1        1.8915688866        6.3391930842       24.7956032447
  2        2.1145180487        6.8398067547       24.8422896890
  1        2.3426800046        7.3377334487       24.8924008482
  1       22.9064617869       13.0729996325        9.8641849042
  2       23.3261727267       12.7938967506       10.0842855820
  1       23.7350914481       12.5033471947       10.3098214634
  1       14.6259886079       17.7303361350       22.4938374207
  2       14.8048167805       18.0038375606       22.0514377655
  1       14.9963670858       18.2937600917       21.6251122966
  1        0.4945461085       21.4672337713        0.9625218276
  2        0.1980822283       21.7391674193        1.3375701696
  1       -0.0914596114       22.0193239710        1.7119734663
  1       23.1584950274       15.9432601584       26.6234167789
  2       23.1230383498       16.0399605797       27.1636869452
  1       23.0799285632       16.1115716624       27.7072983855
  1       25.5549998601        9.0600170761        9.7726644480
  2       25.9183407871        9.4654833892        9.8506416221
  1       26.2702745670        9.8781320528        9.9420948563
  1       27.1561442482        9.1722584351        6.4183206104
  2       27.4966060494        8.7521456764        6.5187747386
  1       27.8284136598        8.3202362207        6.5953118590
  1       12.3573297912       26.7221710363        9.0648642086
  2       12.7003920926       26.9956841009        9.3965249702
  1       13.0397285822       27.2695268861        9.7317277072
  1        2.7785054046       15.4631766603       25.1498445406
  2        2.2832210828       15.3039222185       24.9714307987
  1        1.7770170340       15.1699440278       24.8031830515
  1       20.1188269231       21.4685906096       25.9877760257
  2       20.1846394981       21.9528228790       25.7354115784
  1       20.2564331698       22.4272316421       25.4665584714
  1       11.6493645255       22.9109983650       27.0363631121
  2       11.2786311225       23.3009041501       27.1505131129
  1       10.9148425269       23.6970329668       27.2655775177
  1       13.5446906311        8.7244563945       14.2555044963
  2       13.7369283174        9.1018363172       13.9046069814
  1       13.9204541746        9.4795772529       13.5494590627
  1        7.6576889895        7.4962364144       18.7608027881
  2        8.1327431503        7.3514997083       18.5244242144
  1        8.6201188892        7.2171282244       18.3078389138
  1       14.8191395557        4.5732026770       16.6890236175
  2       14.6784182661        4.9324934074       16.2970954484
  1       14.5634983088        5.2822466275       15.8884806085
  1        2.9323780488       13.6242416254        8.5002330719
  2        2.5097554320       13.6363230015        8.1484601848
  1        2.1016771296       13.6492855435        7.7799441463
  1        9.0420818889        7.7039442570        0.5430405695
  2        9.5032176679        7.8582134616        0.8000518646
  1        9.9660378630        7.9910579254        1.0658521927
  1       20.8058667053        6.6124307378       11.9609773673
  2       20.3980543884        6.2435717966       11.9724749993
  1       19.9735333558        5.8943608778       11.9907404347
  1       17.5667881843       25.7324753200       20.5922946707
  2       17.6690680404       26.2667645820       20.6733737406
  1       17.7917191652       26.7969179585       20.7533368444
  1        5.8664791313        7.9138111090       25.9530895662
  2        6.3087241622        7.8223670931       25.6391511572
  1        6.7577103385        7.7221646057       25.3377031949
  1       19.2620299786        5.6443382967       17.6362896091
  2       18.7389179616        5.5180381217       17.5227022704
  1       18.2141702050        5.3907033696       17.4181764278
  1       26.1714554922        2.1188632115       11.3953862840
  2       25.8510099923        2.0082524543       11.8284912851
  1       25.5419316508        1.8834008392       12.2659643151
  1       17.1111118402        6.4563736910       14.3940789714
