# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.116145
40000 0.113132
60000 0.113666
80000 0.11198
100000 0.114818
120000 0.116935
140000 0.1224
160000 0.120875
180000 0.118063
200000 0.117537
220000 0.117593
240000 0.116309
260000 0.11878
280000 0.117565
300000 0.121112
320000 0.116412
340000 0.114831
360000 0.112694
380000 0.119442
400000 0.11817
420000 0.119163
440000 0.117689
460000 0.119197
480000 0.11735
500000 0.119104
520000 0.114716
540000 0.117404
560000 0.118244
580000 0.120755
600000 0.120154
620000 0.12243
640000 0.120056
660000 0.118518
680000 0.116879
700000 0.120032
720000 0.116087
740000 0.116554
760000 0.118535
780000 0.112777
800000 0.119691
820000 0.118218
840000 0.116575
860000 0.116341
880000 0.116641
900000 0.117476
920000 0.120362
940000 0.117237
960000 0.11787
980000 0.120332
1000000 0.120256
1020000 0.123214
1040000 0.123192
1060000 0.117531
1080000 0.115881
1100000 0.121818
1120000 0.118674
1140000 0.113233
1160000 0.121065
1180000 0.122899
1200000 0.123777
1220000 0.123859
1240000 0.121899
1260000 0.121035
1280000 0.118349
1300000 0.118703
1320000 0.118366
1340000 0.121596
1360000 0.119411
1380000 0.117591
1400000 0.120212
1420000 0.122058
1440000 0.125875
1460000 0.119242
1480000 0.123151
1500000 0.118352
1520000 0.114545
1540000 0.115817
1560000 0.118305
1580000 0.122189
1600000 0.124275
1620000 0.124177
1640000 0.121203
1660000 0.119884
1680000 0.12294
1700000 0.1215
1720000 0.119998
1740000 0.123674
1760000 0.122033
1780000 0.121789
1800000 0.119884
1820000 0.126502
1840000 0.12171
1860000 0.120128
1880000 0.121786
1900000 0.127089
1920000 0.123994
1940000 0.125712
1960000 0.120451
1980000 0.113749
2000000 0.120459
