Date and Time     Completed      Estimated Time Left
01-01-2025 16:47      1%    2 days and   5 hours
01-01-2025 17:21      2%    2 days and   6 hours
01-01-2025 17:56      3%    2 days and   7 hours
01-01-2025 18:32      4%    2 days and   7 hours
01-01-2025 19:07      5%    2 days and   7 hours
01-01-2025 19:42      6%    2 days and   7 hours
01-01-2025 20:18      7%    2 days and   6 hours
01-01-2025 20:53      8%    2 days and   6 hours
01-01-2025 21:28      9%    2 days and   5 hours
01-01-2025 22:03     10%    2 days and   5 hours
01-01-2025 22:38     11%    2 days and   4 hours
01-01-2025 23:13     12%    2 days and   4 hours
01-01-2025 23:48     13%    2 days and   3 hours
02-01-2025 00:23     14%    2 days and   2 hours
02-01-2025 00:57     15%    2 days and   2 hours
02-01-2025 01:32     16%    2 days and   1 hours
02-01-2025 02:08     17%    2 days and   1 hours
02-01-2025 02:42     18%    1 days and  24 hours
02-01-2025 03:17     19%    1 days and  24 hours
02-01-2025 03:51     20%    1 days and  23 hours
02-01-2025 04:26     21%    1 days and  22 hours
02-01-2025 05:01     22%    1 days and  22 hours
02-01-2025 05:35     23%    1 days and  21 hours
02-01-2025 06:10     24%    1 days and  21 hours
02-01-2025 06:45     25%    1 days and  20 hours
02-01-2025 07:20     26%    1 days and  19 hours
02-01-2025 07:54     27%    1 days and  19 hours
02-01-2025 08:29     28%    1 days and  18 hours
02-01-2025 09:03     29%    1 days and  18 hours
02-01-2025 09:38     30%    1 days and  17 hours
02-01-2025 10:14     31%    1 days and  17 hours
02-01-2025 10:49     32%    1 days and  16 hours
02-01-2025 11:23     33%    1 days and  15 hours
02-01-2025 11:58     34%    1 days and  15 hours
02-01-2025 12:33     35%    1 days and  14 hours
02-01-2025 13:08     36%    1 days and  14 hours
02-01-2025 13:43     37%    1 days and  13 hours
02-01-2025 14:17     38%    1 days and  12 hours
02-01-2025 14:53     39%    1 days and  12 hours
02-01-2025 15:28     40%    1 days and  11 hours
02-01-2025 16:03     41%    1 days and  11 hours
02-01-2025 16:38     42%    1 days and  10 hours
02-01-2025 17:13     43%    1 days and  10 hours
02-01-2025 17:47     44%    1 days and   9 hours
02-01-2025 18:21     45%    1 days and   8 hours
02-01-2025 18:56     46%    1 days and   8 hours
02-01-2025 19:31     47%    1 days and   7 hours
02-01-2025 20:06     48%    1 days and   7 hours
02-01-2025 20:41     49%    1 days and   6 hours
02-01-2025 21:16     50%    1 days and   6 hours
02-01-2025 21:51     51%    1 days and   5 hours
02-01-2025 22:25     52%    1 days and   4 hours
02-01-2025 23:00     53%    1 days and   4 hours
02-01-2025 23:34     54%    1 days and   3 hours
03-01-2025 00:09     55%    1 days and   3 hours
03-01-2025 00:44     56%    1 days and   2 hours
03-01-2025 01:18     57%    1 days and   1 hours
03-01-2025 01:53     58%    1 days and   1 hours
03-01-2025 02:28     59%   23 hours and  46 minutes
03-01-2025 03:03     60%   23 hours and  11 minutes
03-01-2025 03:38     61%   22 hours and  37 minutes
03-01-2025 04:13     62%   22 hours and   2 minutes
03-01-2025 04:48     63%   21 hours and  27 minutes
03-01-2025 05:23     64%   20 hours and  53 minutes
03-01-2025 05:58     65%   20 hours and  18 minutes
03-01-2025 06:33     66%   19 hours and  43 minutes
03-01-2025 07:08     67%   19 hours and   9 minutes
03-01-2025 07:43     68%   18 hours and  34 minutes
03-01-2025 08:18     69%   17 hours and  59 minutes
03-01-2025 08:54     70%   17 hours and  25 minutes
03-01-2025 09:29     71%   16 hours and  50 minutes
03-01-2025 10:03     72%   16 hours and  15 minutes
03-01-2025 10:38     73%   15 hours and  40 minutes
03-01-2025 11:13     74%   15 hours and   5 minutes
03-01-2025 11:48     75%   14 hours and  31 minutes
03-01-2025 12:24     76%   13 hours and  56 minutes
03-01-2025 12:58     77%   13 hours and  21 minutes
03-01-2025 13:33     78%   12 hours and  46 minutes
03-01-2025 14:08     79%   12 hours and  11 minutes
03-01-2025 14:43     80%   11 hours and  36 minutes
03-01-2025 15:17     81%   11 hours and   1 minutes
03-01-2025 15:52     82%   10 hours and  27 minutes
03-01-2025 16:27     83%    9 hours and  52 minutes
03-01-2025 17:02     84%    9 hours and  17 minutes
03-01-2025 17:37     85%    8 hours and  42 minutes
03-01-2025 18:11     86%    8 hours and   7 minutes
03-01-2025 18:46     87%    7 hours and  32 minutes
