Date and Time     Completed      Estimated Time Left
06-01-2025 15:17      1%    1 days and   3 hours
06-01-2025 15:33      2%    1 days and   3 hours
06-01-2025 15:49      3%    1 days and   3 hours
06-01-2025 16:04      4%    1 days and   2 hours
06-01-2025 16:20      5%    1 days and   2 hours
06-01-2025 16:36      6%    1 days and   1 hours
06-01-2025 16:52      7%    1 days and   1 hours
06-01-2025 17:08      8%    1 days and   1 hours
06-01-2025 17:24      9%    1 days and   1 hours
06-01-2025 17:39     10%   23 hours and  49 minutes
06-01-2025 17:55     11%   23 hours and  32 minutes
06-01-2025 18:11     12%   23 hours and  16 minutes
06-01-2025 18:27     13%   23 hours and   2 minutes
06-01-2025 18:43     14%   22 hours and  48 minutes
06-01-2025 18:59     15%   22 hours and  28 minutes
06-01-2025 19:14     16%   22 hours and  11 minutes
06-01-2025 19:30     17%   21 hours and  57 minutes
06-01-2025 19:46     18%   21 hours and  41 minutes
06-01-2025 20:02     19%   21 hours and  25 minutes
06-01-2025 20:17     20%   21 hours and   7 minutes
06-01-2025 20:33     21%   20 hours and  50 minutes
06-01-2025 20:49     22%   20 hours and  34 minutes
06-01-2025 21:05     23%   20 hours and  18 minutes
06-01-2025 21:20     24%   20 hours and   2 minutes
06-01-2025 21:36     25%   19 hours and  46 minutes
06-01-2025 21:52     26%   19 hours and  30 minutes
06-01-2025 22:08     27%   19 hours and  15 minutes
06-01-2025 22:24     28%   18 hours and  59 minutes
06-01-2025 22:39     29%   18 hours and  43 minutes
06-01-2025 22:54     30%   18 hours and  25 minutes
06-01-2025 23:10     31%   18 hours and   9 minutes
06-01-2025 23:26     32%   17 hours and  53 minutes
06-01-2025 23:42     33%   17 hours and  37 minutes
06-01-2025 23:57     34%   17 hours and  22 minutes
07-01-2025 00:12     35%   17 hours and   4 minutes
07-01-2025 00:28     36%   16 hours and  48 minutes
07-01-2025 00:44     37%   16 hours and  33 minutes
07-01-2025 01:00     38%   16 hours and  18 minutes
07-01-2025 01:15     39%   16 hours and   1 minutes
07-01-2025 01:30     40%   15 hours and  44 minutes
07-01-2025 01:46     41%   15 hours and  28 minutes
07-01-2025 02:03     42%   15 hours and  14 minutes
07-01-2025 02:18     43%   14 hours and  58 minutes
07-01-2025 02:34     44%   14 hours and  42 minutes
07-01-2025 02:49     45%   14 hours and  26 minutes
07-01-2025 03:05     46%   14 hours and  10 minutes
07-01-2025 03:21     47%   13 hours and  55 minutes
07-01-2025 03:37     48%   13 hours and  39 minutes
07-01-2025 03:53     49%   13 hours and  23 minutes
07-01-2025 04:08     50%   13 hours and   7 minutes
07-01-2025 04:23     51%   12 hours and  51 minutes
07-01-2025 04:39     52%   12 hours and  35 minutes
07-01-2025 04:54     53%   12 hours and  19 minutes
07-01-2025 05:10     54%   12 hours and   3 minutes
07-01-2025 05:26     55%   11 hours and  48 minutes
07-01-2025 05:42     56%   11 hours and  32 minutes
07-01-2025 05:57     57%   11 hours and  16 minutes
07-01-2025 06:13     58%   11 hours and   0 minutes
07-01-2025 06:28     59%   10 hours and  44 minutes
07-01-2025 06:43     60%   10 hours and  28 minutes
07-01-2025 06:58     61%   10 hours and  12 minutes
07-01-2025 07:14     62%    9 hours and  56 minutes
07-01-2025 07:30     63%    9 hours and  41 minutes
07-01-2025 07:46     64%    9 hours and  25 minutes
07-01-2025 08:01     65%    9 hours and   9 minutes
07-01-2025 08:17     66%    8 hours and  53 minutes
07-01-2025 08:33     67%    8 hours and  38 minutes
07-01-2025 08:48     68%    8 hours and  22 minutes
07-01-2025 09:04     69%    8 hours and   6 minutes
07-01-2025 09:19     70%    7 hours and  50 minutes
07-01-2025 09:35     71%    7 hours and  34 minutes
07-01-2025 09:50     72%    7 hours and  19 minutes
07-01-2025 10:06     73%    7 hours and   3 minutes
07-01-2025 10:21     74%    6 hours and  47 minutes
07-01-2025 10:36     75%    6 hours and  31 minutes
07-01-2025 10:52     76%    6 hours and  16 minutes
07-01-2025 11:07     77%    6 hours and   0 minutes
07-01-2025 11:23     78%    5 hours and  44 minutes
07-01-2025 11:39     79%    5 hours and  29 minutes
07-01-2025 11:55     80%    5 hours and  13 minutes
07-01-2025 12:09     81%    4 hours and  57 minutes
07-01-2025 12:25     82%    4 hours and  41 minutes
07-01-2025 12:40     83%    4 hours and  26 minutes
07-01-2025 12:56     84%    4 hours and  10 minutes
07-01-2025 13:11     85%    3 hours and  54 minutes
07-01-2025 13:27     86%    3 hours and  39 minutes
07-01-2025 13:42     87%    3 hours and  23 minutes
07-01-2025 13:57     88%    3 hours and   7 minutes
07-01-2025 14:12     89%    2 hours and  51 minutes
07-01-2025 14:27     90%    2 hours and  36 minutes
07-01-2025 14:42     91%    2 hours and  20 minutes
07-01-2025 14:58     92%    2 hours and   4 minutes
07-01-2025 15:14     93%    1 hours and  49 minutes
07-01-2025 15:29     94%    1 hours and  33 minutes
07-01-2025 15:45     95%    1 hours and  18 minutes
07-01-2025 16:00     96%    1 hours and   2 minutes
07-01-2025 16:16     97%   46 minutes and 51 seconds
07-01-2025 16:32     98%   31 minutes and 14 seconds
07-01-2025 16:47     99%   15 minutes and 37 seconds
07-01-2025 17:03    100%    0 minutes and  0 seconds
