Simulation state at cycle:     500000
##############################################################################                                           

Number-of-molecules: 401   

Box-size(s):    28.201451   50.602155

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.7210467762E+000
Box 2    0.2521467396E+002

Rotation per molecule type
Box 1    0.1631650871E+003
Box 2    0.1800000000E+003

Volume    Delta_Volume
Box 1   0.5036233033E+003
Box 2   0.2331589367E+004

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 364   
Atomtype         X                  Y                   Z
  1       19.0259553863        1.4697428771        7.4073187645
  2       18.5058100354        1.2910008270        7.4070130735
  1       17.9800592600        1.1296242008        7.4004020491
  1       11.7585379711       20.3284438233        5.7481722038
  2       11.5670982699       19.9748650196        5.3728951457
  1       11.3709388599       19.6019890090        5.0193630176
  1       23.7008728907        0.7371024628       27.1416740549
  2       23.2695719636        0.4002165443       27.1963310598
  1       22.8353865929        0.0668815941       27.2499115964
  1        7.5055881655        9.5974962423       16.7771443265
  2        7.9789931668        9.3555984283       16.6361721577
  1        8.4517483517        9.0991555137       16.5211088463
  1       16.4474928372       13.9528795451       12.7076016800
  2       16.2292803035       13.8841289726       12.2074450556
  1       16.0040988586       13.8289057025       11.7087029316
  1       23.9700238749       22.0549551904        9.6409662744
  2       23.9862045265       21.5356328431        9.4605709138
  1       23.9765622910       21.0190914908        9.2719123397
  1       22.9795317066        0.9988230774       10.2891546606
  2       22.4440235532        1.1221897189       10.2665341078
  1       21.9073201805        1.2410714150       10.2487399778
  1       13.5710210222       15.8059406053        8.7850199207
  2       13.1426584470       15.7335133022        8.4477369685
  1       12.7075433316       15.6657019704        8.1182275473
  1       15.4468816397       15.7867160566       23.6468162779
  2       15.3997798814       15.9051193361       23.1117816176
  1       15.3637449807       16.0224089465       22.5756429860
  1        0.8071463748        6.6336565059        9.9865771816
  2        0.4535486786        7.0545276759        9.9682433998
  1        0.1223826414        7.4934192595        9.9539874320
  1        8.6095749953       20.2899549838        7.5206214169
  2        8.1541591444       20.0293818346        7.6855396896
  1        7.6989685661       19.7642482400        7.8436716389
  1       22.4053372872        6.0373434658       25.7646998666
  2       22.8687328737        6.0707560572       25.4703393239
  1       23.3244466859        6.0783714002       25.1624969504
  1        9.1431217889       17.0573977622       10.1237569108
  2        9.6129466055       16.8507742257        9.9260921544
  1       10.0767802480       16.6255143445        9.7347381971
  1       19.8734535502        9.0929993585       12.9558921004
  2       20.2124898971        9.1408254774       12.5254655471
  1       20.5197616190        9.2135148989       12.0751319642
  1        4.9172117904       13.6450565714       16.8964027696
  2        5.4444944053       13.7049087449       17.0409391365
  1        5.9729826245       13.7628765647       17.1817934335
  1       21.5754954580        0.3219066045        5.9977275563
  2       21.9595065480        0.5295430564        6.3322758884
  1       22.3371799329        0.7472780930        6.6676179036
  1        1.1703053101        1.2156731089       22.0609520405
  2        1.6452355641        1.2910391106       21.7940040686
  1        2.1197537718        1.3420864734       21.5206423371
  1        1.8640268014       11.4707481237        6.6134915236
  2        2.1809474970       11.7944232704        6.3015689817
  1        2.4715089590       12.1412448145        5.9888568900
  1        9.7497560535       12.5469664503        8.6927741323
  2        9.5268800595       12.9546443950        8.9870953594
  1        9.2917039578       13.3709928722        9.2588418327
  1        1.8902544065       18.5656556545       12.8939472494
  2        2.1121038552       19.0334232173       13.0796252751
  1        2.3179546704       19.5122822257       13.2551800841
  1       19.2914008996       15.0807617700        0.4242773059
  2       19.1220828927       14.8448518508        0.8913725023
  1       18.9869388338       14.6325873031        1.3804326664
  1       19.7046466023        6.3854463126       17.1081639352
  2       19.9174449650        5.9223608067       17.3149698129
  1       20.1308182257        5.4478224731       17.4932539137
  1       10.6483981380        6.6762470052       18.2610785817
  2       10.4222393951        6.2272057718       18.0381117821
  1       10.1844214194        5.7871794908       17.8093772603
  1       16.0020215618        0.3907642697       27.2789253779
  2       16.1147099914        0.1556485056       27.7631999853
  1       16.2281001523       -0.0920063626       28.2410176667
  1        2.1928451789       11.3579382159       21.2101666036
  2        2.6421195187       11.5316615561       21.4756336801
  1        3.0904713003       11.7043844326       21.7433041620
  1        8.2659814732       23.1252550789       14.0478969798
  2        8.6935749434       23.1842499286       13.7070400714
  1        9.1080022611       23.2472808890       13.3509823580
  1       25.7160441990       17.8748701396       17.3716784924
  2       25.2275891442       18.1276699267       17.3696967998
  1       24.7397992860       18.3815594573       17.3797546052
  1       12.8950005617       13.2542068895       11.5548280610
  2       12.9436478866       13.0207695181       11.0592068030
  1       12.9772010767       12.7620646108       10.5750106099
  1        4.7207427904       16.7354939294       24.7209345865
  2        5.0554299220       17.0379805937       24.4063136370
  1        5.3933924568       17.3602407924       24.1157457647
  1        3.3957867196       27.7874284342        5.8976001182
  2        2.9770621291       27.9637011282        5.5876039011
  1        2.5418672368       28.1176273367        5.2885852947
  1        1.1405104807       23.9706549466       14.3095607913
  2        1.0752545576       23.4272476284       14.2552454989
  1        1.0200823456       22.8824655027       14.2035883451
  1        2.1162404933       27.7425119766       13.6595362727
  2        1.7186187623       27.7435351114       14.0395308941
  1        1.3133940323       27.7458386285       14.4114013164
  1       10.9762869175        9.1716275980       25.4734638339
  2       11.0089757442        8.9556611646       24.9686966199
  1       11.0584741178        8.7608736941       24.4567320202
  1       13.0761754627       16.9819961376       12.6228705942
  2       13.2392673920       17.4636431109       12.8324349416
  1       13.4022255368       17.9422414091       13.0489720308
  1        8.0839315346       12.5795069063       26.9560423739
  2        8.2495505088       12.9101583688       27.3631541100
  1        8.4032467383       13.2261140344       27.7862965037
  1       22.5244726957       14.5839466293       26.9395023371
  2       22.6710526541       15.1099388501       26.8735743500
  1       22.7934308281       15.6416628376       26.8043415355
  1       17.1612758832        5.0949023604       19.9503039473
  2       16.7901736403        4.6891142258       19.9393899591
  1       16.4113660798        4.2921810762       19.9013254633
  1       25.6197365580        2.3640193990       22.7764930928
  2       25.9196709993        2.1038139139       23.1570616629
  1       26.2369416283        1.8292592823       23.5126725474
  1       10.1664030130        8.2895624923        0.6301411009
  2       10.2619915289        7.9446814967        1.0477772278
  1       10.3248242348        7.5977132068        1.4698732546
  1       13.1781535942        9.6817482064        0.7223893668
  2       13.2791671710       10.1843814381        0.9215277401
  1       13.3781080872       10.6871229349        1.1214319208
  1       10.2007696018        3.5122241530        2.1990745227
  2        9.8490184136        3.6645068797        1.8046368562
  1        9.5173741852        3.8465697961        1.4054311458
  1        5.1884870176       25.9055374079       25.6528229970
  2        5.3185226922       26.3865025517       25.8857677410
  1        5.4373141355       26.8819874723       26.0928505394
  1        1.2949805483       19.4151012213       16.3963389541
  2        1.4022635398       19.2921503148       16.9215755049
  1        1.4975253353       19.1877524709       17.4531075166
  1       28.6368969125       14.5317763951       16.3971254980
  2       28.1704966933       14.2412407785       16.3734634834
  1       27.6917730671       13.9753481185       16.3222308562
  1       23.2954759019        8.4876445566        5.0136133710
  2       23.6980808151        8.6811337790        5.3345046372
  1       24.0797907390        8.8795660605        5.6771738108
  1       27.7548626422       17.6027098861       21.9874348144
  2       27.6957155478       17.3844983607       21.4860513769
  1       27.6248841323       17.1644228620       20.9870025973
  1       12.6051018200        5.7796178194       27.5650221903
  2       12.7073080970        6.0655298089       27.1064284581
  1       12.8038455999        6.3292867012       26.6335512952
  1       11.5795144714       23.4423358163        3.8647911465
  2       12.1053561005       23.3138701878        3.9621932176
  1       12.6275256716       23.1778043710        4.0686123486
  1       20.9980188795       10.7038517804       16.7671778765
  2       20.5425235061       10.4174620455       16.8812168375
  1       20.1030927209       10.1198708817       17.0255777853
  1       14.5083527501       13.6165150056       15.4876996162
  2       14.1883665927       13.1770889749       15.4039522425
  1       13.8789039096       12.7311878929       15.3150417719
  1       16.6071425227        8.5461814005       27.6458316271
  2       16.4190077617        8.1087289937       27.9210419168
  1       16.2220370570        7.6702158149       28.1882660409
  1       23.2893235044       11.2192937233       25.7742172632
  2       23.6545673986       11.5926875057       25.6019558890
  1       24.0135912620       11.9590416798       25.4034956069
  1       26.4331922889       23.5507138551        6.7843349386
  2       26.7965433902       23.3209292282        7.1273728409
  1       27.1629165581       23.0999095656        7.4729462911
  1       20.7132991939        4.9895796911       11.3383788092
