Simulation state at cycle:    1100000
##############################################################################                                           

Number-of-molecules: 401   

Box-size(s):    27.106764   50.927050

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.3972532986E+000
Box 2    0.2546847087E+002

Rotation per molecule type
Box 1    0.6121310839E+002
Box 2    0.1800000000E+003

Volume    Delta_Volume
Box 1   0.2534230285E+003
Box 2   0.1173254762E+004

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 400   
Atomtype         X                  Y                   Z
  1        6.5269646193       11.5536791629        3.6664108970
  2        6.4444509789       11.3050071439        4.1499951462
  1        6.3448544464       11.0598069161        4.6321334853
  1       22.4047491190       18.3551163710       16.1388795197
  2       22.8802483713       18.4523680181       15.8801468812
  1       23.3598933600       18.5196543958       15.6195452173
  1       16.9113938858        2.7828296826       11.6787949169
  2       17.2978320482        2.9950470120       11.3499646389
  1       17.6790677633        3.2052040956       11.0138198357
  1        7.6719461757        2.1063735077       21.8914605583
  2        7.9332189688        1.7200876722       21.5998790416
  1        8.1887317354        1.3424032670       21.2923603996
  1       24.6843257380        3.3900176865        5.9077335007
  2       24.7241362135        3.2582217557        6.4402228984
  1       24.7553688451        3.1184930975        6.9712600193
  1       15.8986394355       11.1597438484       24.9332268482
  2       15.7859174123       10.7773554130       25.3121369034
  1       15.6897399918       10.3790237149       25.6789907723
  1        3.7624197367       16.6797661297       17.2399817428
  2        3.5232644113       16.4254493682       17.6649849370
  1        3.2747233443       16.1746878861       18.0867028713
  1        9.9558539905       10.6127682497       15.9943829926
  2        9.5528471895       10.9809188377       16.0618415937
  1        9.1491842725       11.3472066741       16.1352545996
  1       12.5190944297       13.7051284969       15.5780653745
  2       12.5260981342       13.6612162870       15.0298658981
  1       12.5120295387       13.6181827602       14.4817325300
  1       22.1494331124       14.1719908380       23.1135738519
  2       21.7760012596       13.7823560161       23.2195613837
  1       21.3987215552       13.3996784228       23.3366847512
  1       16.2698283460       22.8049817901       11.9582483885
  2       16.8014835597       22.9160284110       11.8715801608
  1       17.3232624193       23.0567704236       11.7694111510
  1        4.8011370657       22.8538030533       18.6868819288
  2        4.4541434877       22.8673163295       18.2603695044
  1        4.1144896265       22.8846268067       17.8281246653
  1       21.9984040846        6.3635746940        6.1990609388
  2       22.4770934037        6.6343902120        6.2029967973
  1       22.9473637199        6.9194202779        6.1928139592
  1       13.6954871280       23.9744203327        0.8532377117
  2       14.2009374555       23.9812552501        0.6365045801
  1       14.6999458162       23.9886394439        0.4053420211
  1       11.4236885771       13.5936294666       22.0591459657
  2       10.9794524027       13.8585116931       22.2462064571
  1       10.5393592389       14.1184987152       22.4492452576
  1        6.7051492094        7.7221666644        8.0454183469
  2        6.9733482865        7.3090470497        7.8006706422
  1        7.2420515164        6.8991395007        7.5511223013
  1       21.2985153932        3.6491360292       12.3348286062
  2       20.9398569853        3.3170624239       12.5870016958
  1       20.5785507454        2.9866377652       12.8375557715
  1       18.6243632310        7.0789786416        0.1739369196
  2       18.7643578569        7.2387738325        0.6812504338
  1       18.9033001690        7.3941884707        1.1902114570
  1       20.9488169434       20.6941808003       18.5798644429
  2       20.6518631423       20.4441173510       18.9694625837
  1       20.3599187526       20.1961486299       19.3641523172
  1        5.6786424376       22.5048554222        1.7518648776
  2        5.2652894323       22.2397879011        1.9996117286
  1        4.8481232585       21.9766309362        2.2429649581
  1       12.7022660436       11.9625943644        0.9354520948
  2       13.1420735811       12.0209127024        1.2605187056
  1       13.5883156405       12.0843237990        1.5757123861
  1        1.5693546337       10.8296132331       10.3974260092
  2        1.0535039821       10.8959897975       10.2185622150
  1        0.5360213595       10.9485065656       10.0398061705
  1       19.5581758803        0.7388207934       26.5915945889
  2       19.0872280092        0.4924622814       26.7330710402
  1       18.6111331997        0.2459700906       26.8558526805
  1       19.4433364625       11.1033612517       22.0835151979
  2       19.0604637441       11.0072257878       21.7005446323
  1       18.7072739086       10.9167800636       21.2887479470
  1       17.2818003329       17.3927378973       20.1678274201
  2       17.0389019773       17.4764895218       20.6541257382
  1       16.7968216854       17.5675190214       21.1395232676
  1        5.4307350745       13.4456603780       25.7943507109
  2        5.2332931622       13.1392920916       26.2062428865
  1        5.0610089786       12.8186013658       26.6185238799
  1       19.1219887471       24.0696492541        1.3668960839
  2       18.7746208867       24.1024175029        0.9417351597
  1       18.4038528222       24.1030043207        0.5354954559
  1       17.1044065217       23.4224259441        8.0615114421
  2       17.1476346076       23.8477267802        7.7154615449
  1       17.1602974712       24.2724059218        7.3661947735
  1       15.1543674580        7.0366356668        5.6563097896
  2       15.5503868202        7.1128811751        6.0302820977
  1       15.9472509460        7.1987929599        6.4012511394
  1       17.8337053492        4.3103258265       14.4389418642
  2       17.9271739146        4.2587432240       14.9784813552
  1       18.0124739867        4.1874883132       15.5171339653
  1        5.0881280268        2.2320754418        2.5372631637
  2        4.6811859049        1.8999650870        2.7003607470
  1        4.2717658240        1.5610999429        2.8419432687
  1       11.5119237496       14.5737100003       26.4790192048
  2       11.0730642321       14.4798555359       26.1610669073
  1       10.6261774970       14.3661858861       25.8612812244
  1        4.6403432231        5.5926059694       16.8964157882
  2        4.3442046278        5.9262995355       17.2180530627
  1        4.0461703478        6.2684279979       17.5288965638
  1       12.5501202008       11.7592820373        9.2268754110
  2       12.4007128722       11.2857593983        9.4634208834
  1       12.2290998883       10.8199686296        9.7002498142
  1        4.9119397157       11.8739654687        7.4903644184
  2        4.4179670107       11.6692521221        7.3615878194
  1        3.9231925489       11.4742516827        7.2213271353
  1       19.7563215430       17.0131196559       22.3987051429
  2       19.9694763969       16.9385598880       22.9002087314
  1       20.1647862270       16.8862583554       23.4116954066
  1       13.1136117594        2.3268068395       11.3953977838
  2       13.0286257267        2.6815307448       11.8070387988
  1       12.9446519260        3.0391989576       12.2163331298
  1        6.7713793904       22.6813359243        5.6451140058
  2        6.4345225220       22.5840397330        6.0688602758
  1        6.1107340469       22.4701824426        6.4986247925
  1        4.6814300861       16.7468595167       21.8125668368
  2        4.5398851414       17.1957696246       22.0970747341
  1        4.4289792849       17.6577220157       22.3742026438
  1       20.3690969730       17.0054915632       12.3263577689
  2       20.7007666161       17.2169920517       12.7107570291
  1       21.0258645229       17.4276260346       13.1011986703
  1       10.3804428682        5.0629028580        7.4426745557
  2       10.1990340737        4.5812905110        7.2486632250
  1       10.0409517323        4.0862057270        7.0686603665
  1        4.1397578147        0.6507752641       26.5206414813
  2        4.4018431685        0.6489306739       26.0371046525
  1        4.6678264991        0.6130652743       25.5570353451
  1        1.3188603226       10.6357308974        4.7996424155
  2        1.2819193297       10.1435630416        4.5569364929
  1        1.2339234861        9.6449052215        4.3299193650
  1       15.0183080176        6.2627289284       12.8806579614
  2       14.8719217840        5.9774616273       13.3275289020
  1       14.7079853306        5.6834140193       13.7624551514
  1       12.7795943180        2.0579869417        6.8531368954
  2       12.8285979244        2.0182034549        7.3995030004
  1       12.8656834761        1.9902316261        7.9475378876
  1       20.6951676729       23.6625779078        8.4082594928
  2       21.0023106596       23.2116739181        8.4778926588
  1       21.3055023391       22.7535068421        8.5035390020
  1       16.2223675914       20.2649962038        9.4216340398
  2       16.3489211253       19.9350052464        9.0002195514
  1       16.4723407534       19.5953655074        8.5855962981
  1       11.0621648021        8.7621086168        7.1161431764
  2       11.5456689218        8.5098569138        7.1875073454
  1       12.0137118505        8.2306282956        7.2614478255
  1       12.0544247676       15.3104128900        2.7549645804
  2       12.5724812826       15.2179092479        2.5950879921
  1       13.0905243387       15.1292180411        2.4330223856
  1       23.4092727390       19.9395298182       22.2158320991
  2       23.2291339686       19.5395131961       21.8841142590
  1       23.0298162493       19.1507621528       21.5499809442
  1        8.6236774966        7.2209597754       15.2721233176
  2        8.7812520489        7.4688033490       14.8071030777
  1        8.9636597880        7.7158660586       14.3508274667
  1        1.2526932734       24.7042468930       20.6265161378
  2        1.6536647868       24.4569173858       20.3427028887
  1        2.0376269343       24.1931353334       20.0503125724
  1        7.1725060056       -0.0744781288       13.4928581742
  2        7.2956519298        0.1637594870       13.9730434716
  1        7.4365975599        0.3940835018       14.4521939454
  1        1.9281887469       10.7350231481       14.6624565567
  2        2.3465412783       10.3800453934       14.6240905147
  1        2.7674671901       10.0293827991       14.5755403272
  1       16.5866877484        7.0510130477       17.6672820161
  2       16.5925592122        7.0804820289       17.1181034430
  1       16.6068185595        7.1335099847       16.5708514847
  1       23.9422330879       13.6235103137       16.7649752411
  2       24.4249255384       13.8280100571       16.9313719151
  1       24.9090015166       14.0423870578       17.0804120036
  1       15.2884735412       25.8976344744       10.1010456922
  2       15.5811543469       26.3275079629        9.9220296877
  1       15.8726110306       26.7563551422        9.7386091399
  1        5.6224885195       18.9329779287       11.6302152075
  2        5.8787564513       18.4532996701       11.7122853925
  1        6.1379193603       17.9730476504       11.7807878247
  1       25.9357627881       22.9863300700       21.6637271155
  2       26.0369246524       22.5242802634       21.3830560384
  1       26.1247702114       22.0641200272       21.0948968573
  1       22.5190999602       10.1573750185        0.3780555387
  2       22.7543996737       10.3621398716        0.8310515649
  1       22.9964605929       10.5737354723        1.2772956821
  1       18.6640597916        1.3036792811        7.5848870630
  2       18.4781378062        1.0495367478        7.1339496083
  1       18.2947361165        0.8196741489        6.6691625550
  1       13.5484672741       27.1342054987        3.6167269691
  2       13.4848095718       26.8992977225        3.1235069030
  1       13.3975632457       26.6585474296        2.6367550422
  1       -0.0053507404       20.0514708084       11.3083729345
  2        0.1099908520       19.6755036468       10.9238667440
  1        0.2201898337       19.3073159814       10.5304280239
  1       24.6392896965       12.6093174805        9.4308594526
  2       24.5735784516       13.1013662811        9.1940683842
  1       24.5125936507       13.6016668020        8.9738860919
  1       23.1844695387       16.1170726763        3.0715328965
  2       22.7705905758       15.8814553628        2.7964171288
  1       22.3551757598       15.6537683808        2.5169727374
  1        9.6278163307       24.9981010779       12.2068163204
  2        9.4577038068       24.4878977883       12.3219437822
  1        9.2902976082       23.9736956856       12.4222999541
  1       12.8341670015       10.8408647208       24.1956991699
  2       12.3546343406       11.0933382359       24.2895370691
  1       11.8747332495       11.3496781071       24.3700654002
  1        3.5888220869       25.2373182391        4.7058416681
  2        3.3495792909       25.7325512586        4.7031693936
  1        3.1172600769       26.2310168530        4.7109045704
  1       14.6063208763       20.7416264700       14.5822553402
  2       14.1845253273       20.7152849010       14.9342420396
  1       13.7560563870       20.6954015228       15.2785079506
  1       19.8124936728        6.0945591878       17.3867422115
  2       20.1090269915        6.3487814738       17.7739618135
  1       20.3933403454        6.6065084768       18.1679703257
