Simulation state at cycle:     570000
##############################################################################                                           

Number-of-molecules: 401   

Box-size(s):    27.854421   50.708399

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.5141029862E+000
Box 2    0.2534572386E+002

Rotation per molecule type
Box 1    0.8723096807E+002
Box 2    0.1800000000E+003

Volume    Delta_Volume
Box 1   0.3294612322E+003
Box 2   0.1525283482E+004

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 400   
Atomtype         X                  Y                   Z
  1       -0.3990542012        7.5349372890       26.3136987602
  2        0.0677916342        7.2823406394       26.4577470110
  1        0.5320153840        7.0305255404       26.6113226114
  1       24.0219822854       26.3967033390        6.0847214166
  2       23.7641753181       26.8802286332        6.1320379824
  1       23.5383875337       27.3812310364        6.1547639025
  1        6.3694295268       14.4312207282       16.7738522004
  2        5.9106636669       14.3894244558       16.4733743188
  1        5.4601458978       14.3570845965       16.1595465439
  1        7.3918030504       26.3150941734       21.1825580588
  2        6.8964618150       26.4920017390       21.0218074020
  1        6.4088455613       26.7015784636       20.8775576717
  1       19.4610908908       23.2692144077        2.0930728619
  2       18.9964758713       23.5567707478        2.1558760054
  1       18.5251805557       23.8238486898        2.2510080052
  1       12.9089968714       17.9183307958       12.6839856087
  2       12.6049339693       17.5185004225       12.9079977158
  1       12.2965628774       17.1173000743       13.1235100108
  1       23.6083146282        8.5107607958       13.6382980647
  2       23.9135743171        8.5610284627       14.0930394022
  1       24.2325679193        8.6037162728       14.5390448188
  1       16.6558881340       19.0413155017       12.2184112443
  2       16.4040365079       19.4446922991       12.4947406089
  1       16.1654846818       19.8592364272       12.7663031082
  1       25.4170237674        4.8374028618        9.0082515163
  2       25.4090372389        5.1036326107        8.5270468444
  1       25.4171927618        5.3796281082        8.0513789227
  1       12.5547211439        4.2273456763        0.9340941943
  2       12.8928090200        4.3640200668        0.5223701375
  1       13.2357261679        4.4523527301        0.1015314876
  1        7.6203362900       22.8216882278       12.3771178041
  2        7.3319371152       22.6764577496       12.8223526008
  1        7.0312994278       22.5545605767       13.2664900336
  1       22.3778082348       20.5746723230       22.1833595986
  2       22.1975229047       20.6018397826       21.6644577497
  1       22.0126758183       20.6251639001       21.1469758281
  1        7.9777067761        5.6278033357       24.1518575440
  2        7.8403002253        5.6315608464       23.6193114700
  1        7.7210036875        5.6599389693       23.0831556930
  1        3.5817425101        8.8300827808        9.7257005357
  2        3.7491158883        8.9391924703       10.2381273382
  1        3.9358151526        9.0869401836       10.7339236643
  1       22.4151066543       22.4336120939       10.5547323863
  2       22.0609433910       22.4803677953       10.9729216823
  1       21.6941396733       22.5189597522       11.3809237564
  1       15.5613909611        5.4717141854        6.0720345474
  2       15.4102587669        5.9916730430        5.9755884678
  1       15.2460335043        6.5108291350        5.8980835371
  1       13.6695886127       11.6177498046       17.3000946380
  2       13.7839795120       11.8717933489       17.7743061939
  1       13.8730866208       12.1249269152       18.2543929775
  1       10.7208422656       23.4881529992       21.5048917916
  2       10.1822984747       23.4226957243       21.5953679235
  1        9.6487589548       23.3300222555       21.6915303268
  1        5.9056175380       16.0907505567        0.2708754688
  2        6.4441874014       16.0258168423        0.1801775366
  1        6.9841319712       15.9536497042        0.1043371465
  1        8.0447117586       21.7458013139       18.1644792634
  2        7.6275026015       21.8699345598       17.8282837005
  1        7.1975808447       21.9934899399       17.5082815912
  1       11.9534892083       14.2550277300        3.7159096289
  2       11.9001192924       13.7543763024        3.9372686134
  1       11.8614115242       13.2578801625        4.1707065941
  1        3.4514156208       22.2203776284       11.3565546635
  2        2.9855599025       21.9436493101       11.4508938788
  1        2.5306822495       21.6481771042       11.5419020946
  1        1.6502163221       18.6487748444        2.0184286472
  2        2.0564920699       18.4825045891        1.6870765400
  1        2.4662224537       18.3107653427        1.3628441499
  1       12.3911824917       11.5638891601       24.9286082481
  2       11.9413424767       11.6252916755       24.6181671233
  1       11.4938531137       11.6880895683       24.3046233566
  1        3.9029837189       21.6928242625       18.9251902647
  2        4.2322309930       21.2759896712       19.0678267114
  1        4.5566844743       20.8498345537       19.1928137237
  1        1.0178047215       -0.0230109374       19.7215933308
  2        0.6507217697        0.2537227470       19.4196519882
  1        0.2882388513        0.5547709758       19.1359688959
  1        4.3964535909        1.2619581704       14.2493133170
  2        4.4473982114        0.9240854212       14.6802966705
  1        4.4842450113        0.5641908063       15.0945649151
  1       23.5653967910        9.1589570164        8.0886993390
  2       23.2240510764        8.8101215043        7.8351310275
  1       22.8689754564        8.4828078108        7.5719066952
  1        4.8714718423        3.9671047453        1.9696342694
  2        4.7261428712        3.4419059982        2.0441041712
  1        4.5986664193        2.9140604322        2.1314472395
  1       17.5481745709       25.0748229229       23.7981307243
  2       17.2642241717       25.4865034946       23.5692393140
  1       16.9670677739       25.8900918792       23.3427122956
  1       27.0006947986       16.3209741264        9.6204083903
  2       27.4736459731       16.5334858415        9.4369527895
  1       27.9488917331       16.7385020925        9.2509156871
  1        6.0370854763       25.4659493463       17.0030080469
  2        6.0375020014       25.1227585535       17.4327985845
  1        6.0674028702       24.7929221475       17.8719043603
