Simulation state at cycle:    1100000
##############################################################################                                           

Number-of-molecules: 401   

Box-size(s):    27.130443   50.920334

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.3904663324E+000
Box 2    0.2543539772E+002

Rotation per molecule type
Box 1    0.6254779037E+002
Box 2    0.1800000000E+003

Volume    Delta_Volume
Box 1   0.2578449126E+003
Box 2   0.1193726447E+004

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 399   
Atomtype         X                  Y                   Z
  1        2.0747462729        8.0798834208        3.5757449046
  2        2.5906508041        7.9047488869        3.5004427815
  1        3.1122183460        7.7455607232        3.4288437118
  1       16.8235269652       17.7264431306       20.5138187126
  2       16.5090413354       17.5794173991       20.9404124572
  1       16.1956869155       17.4445992982       21.3718438958
  1       26.6449994227        6.4860852487       11.1197813037
  2       26.6823985696        6.0080560990       10.8503570363
  1       26.7156619321        5.5405396625       10.5625690426
  1        4.5925912197       13.6809236387       21.5760234701
  2        4.6402726778       13.3296733330       21.1554884522
  1        4.6922088072       12.9856782403       20.7294954785
  1       18.0310597812       19.9335115086        1.9701698167
  2       17.5766466188       19.6569673045        2.1099266808
  1       17.1407307816       19.3623714820        2.2702098152
  1        1.3944825931       23.1080926496        9.4867747437
  2        1.5863971667       22.6994919919        9.1725864260
  1        1.7874208951       22.2888024827        8.8669337038
  1       -0.3312463329       25.1894206588        0.5820146436
  2        0.0164908066       24.7638785749        0.6042141191
  1        0.3697244726       24.3435252915        0.6362936041
  1        8.8336349237        6.1446007840       10.8620306972
  2        8.3654334540        5.9658089270       11.0885717657
  1        7.8893198986        5.8082028233       11.3143508554
  1       14.0127972977       27.5272099211       18.3923775307
  2       13.7929123523       27.0272710322       18.3274797791
  1       13.5750687307       26.5242942100       18.2821093937
  1       22.6031651954        5.4484782064       26.6474390813
  2       22.5564355617        5.0322976999       26.2909140087
  1       22.5126463329        4.6152862195       25.9349871516
  1        4.7528569324        1.5633473279        1.6281655780
  2        5.1637459349        1.2720941514        1.4071637344
  1        5.5800650899        0.9792521217        1.1987844990
  1        6.8486067287        9.0897249035        2.6956124131
  2        7.2102775279        9.1876217852        3.0982418128
  1        7.5600202022        9.2804906380        3.5124343247
  1       20.7995431683       23.8252329534       23.2098618438
  2       20.8417721304       23.5713596420       23.6959328845
  1       20.8729279421       23.3165695005       24.1823599583
  1       20.9600231457        3.1122516698       16.8041224090
  2       20.8819650370        3.0208522125       16.2674166508
  1       20.8123459414        2.9325490009       15.7290341443
  1       21.0262705557       13.1973820230       24.7604467950
  2       20.8794870718       13.4033451383       25.2488460210
  1       20.7347353775       13.5797116065       25.7492876409
  1       16.8426641694       24.4090691463       10.0117178016
  2       16.9399273969       24.1223696133        9.5525411010
  1       17.0417583332       23.8202925575        9.1043448139
  1       23.4616410149       17.9742132237       23.2889620953
  2       23.2922319968       17.4786031395       23.1211192254
  1       23.1424888609       16.9827149086       22.9362629172
  1       18.7567140666        9.6837162051        4.8680887257
  2       18.5909393354        9.7179511807        5.3913923708
  1       18.4300133252        9.7497318949        5.9163617074
  1       23.0975903789        5.5613317112       13.1576434287
  2       22.6024441341        5.5475360889       12.9186039402
  1       22.1042270618        5.5551579690       12.6857485027
  1        4.2524986691       11.6293816414        3.4265088524
  2        3.9134847973       11.5191948294        3.0076670431
  1        3.5838720489       11.4328111745        2.5759341405
  1       26.4151365183       26.0936866014       15.0583882061
  2       25.9221778114       25.8553237405       15.1101072529
  1       25.4282149327       25.6186289630       15.1598692444
  1       23.4626930601        9.9735835168        9.8077035580
  2       24.0035296041        9.9256781778        9.8954583937
  1       24.5396345012        9.8722333399       10.0060711761
  1       23.2728133252       26.5372106709        7.4225553890
  2       23.3877795393       26.0985359107        7.1113525221
  1       23.5179872470       25.6570994547        6.8102216416
  1       17.6613338956       13.0297932143        4.9483845219
  2       17.6398857747       12.9708410792        5.4947951951
  1       17.6446760485       12.9354116549        6.0436319725
  1       24.7497020364        8.1935738869       26.6180595040
  2       24.2934366923        8.2688275192       26.9158158250
  1       23.8373456813        8.3397312247       27.2149038607
  1        0.6591024127        4.2059521409       18.9715063985
  2        1.1008819022        4.5209666683       19.0614882312
