# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.162302
40000 0.163468
60000 0.159456
80000 0.159294
100000 0.165878
120000 0.162925
140000 0.15992
160000 0.162601
180000 0.162044
200000 0.160779
220000 0.163621
240000 0.159412
260000 0.160819
280000 0.161453
300000 0.164154
320000 0.16452
340000 0.160823
360000 0.160286
380000 0.166756
400000 0.167304
420000 0.162631
440000 0.165137
460000 0.166809
480000 0.165088
500000 0.168679
520000 0.168029
540000 0.169208
560000 0.16313
580000 0.164345
600000 0.162006
620000 0.167251
640000 0.161524
660000 0.165564
680000 0.162486
700000 0.161729
720000 0.164263
740000 0.161368
760000 0.162273
780000 0.161628
800000 0.162076
820000 0.162446
840000 0.166345
860000 0.164236
880000 0.162014
900000 0.165143
920000 0.167392
940000 0.168342
960000 0.169567
980000 0.172769
1000000 0.167053
1020000 0.162816
1040000 0.164217
1060000 0.16773
1080000 0.168336
1100000 0.168301
1120000 0.164241
1140000 0.160861
1160000 0.171412
1180000 0.168989
1200000 0.170191
1220000 0.169841
1240000 0.165601
1260000 0.169159
1280000 0.171152
1300000 0.17089
1320000 0.164779
1340000 0.161652
1360000 0.165078
1380000 0.170518
1400000 0.16556
1420000 0.164972
1440000 0.170123
1460000 0.162138
1480000 0.168596
1500000 0.16364
1520000 0.164055
1540000 0.163133
1560000 0.172116
1580000 0.165787
1600000 0.168055
1620000 0.172698
1640000 0.172446
1660000 0.167939
1680000 0.161766
1700000 0.163994
1720000 0.166347
1740000 0.165578
1760000 0.170543
1780000 0.170103
1800000 0.168785
1820000 0.159608
1840000 0.165696
1860000 0.17189
1880000 0.171504
1900000 0.163099
1920000 0.169761
1940000 0.167399
1960000 0.173767
1980000 0.168694
2000000 0.166899
