Pressure Density1 [Kg/m3] Density_REFPROP [Kg/m3]
100 114.4143 111.725413
120 139.2947 133.167242
140 156.6432 154.041652
160 181.7544 174.265906
180 205.2044 193.778139
200 227.4515 212.537197
