Pressure Density1 [Kg/m3] Density_REFPROP [Kg/m3]
100 118.5848 111.725413
120 144.8994 133.167242
140 162.8721 154.041652
160 184.1499 174.265906
180 208.0455 193.778139
200 225.3151 212.537197
