# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.11193
40000 0.113556
60000 0.113772
80000 0.114174
100000 0.117689
120000 0.113229
140000 0.113572
160000 0.115789
180000 0.11592
200000 0.116537
220000 0.116592
240000 0.113095
260000 0.117886
280000 0.112101
300000 0.112906
320000 0.110067
340000 0.114227
360000 0.116986
380000 0.116427
400000 0.119086
420000 0.119231
440000 0.117278
460000 0.121898
480000 0.114911
500000 0.114406
520000 0.113516
540000 0.11703
560000 0.117692
580000 0.11465
600000 0.122108
620000 0.121657
640000 0.120951
660000 0.113198
680000 0.113694
700000 0.113429
720000 0.117147
740000 0.116271
760000 0.116317
780000 0.114439
800000 0.115825
820000 0.117911
840000 0.118475
860000 0.12191
880000 0.123779
900000 0.119013
920000 0.11708
940000 0.114912
960000 0.114946
980000 0.110607
1000000 0.113006
1020000 0.113149
1040000 0.116443
1060000 0.115689
1080000 0.113065
1100000 0.115556
1120000 0.12074
1140000 0.117393
1160000 0.118456
1180000 0.119378
1200000 0.115788
1220000 0.116861
1240000 0.119767
1260000 0.119636
1280000 0.117706
1300000 0.114566
1320000 0.117707
1340000 0.117934
1360000 0.120795
1380000 0.123963
1400000 0.119083
1420000 0.117736
1440000 0.117899
1460000 0.119261
1480000 0.121224
1500000 0.1172
1520000 0.117714
1540000 0.117123
1560000 0.119184
1580000 0.118635
1600000 0.118273
1620000 0.117535
1640000 0.115012
1660000 0.118705
1680000 0.116627
1700000 0.11901
1720000 0.118122
1740000 0.121811
1760000 0.12354
1780000 0.123659
1800000 0.121864
1820000 0.120792
1840000 0.119405
1860000 0.116774
1880000 0.119168
1900000 0.117877
1920000 0.127525
1940000 0.118819
1960000 0.11646
1980000 0.119528
2000000 0.123522
