# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.189119
40000 0.188585
60000 0.196271
80000 0.196473
100000 0.196323
120000 0.197477
140000 0.19393
160000 0.192644
180000 0.196525
200000 0.196943
220000 0.201528
240000 0.197437
260000 0.19532
280000 0.191782
300000 0.200513
320000 0.196458
340000 0.199392
360000 0.193015
380000 0.20136
400000 0.199969
420000 0.191469
440000 0.195459
460000 0.197433
480000 0.193056
500000 0.194516
520000 0.202358
540000 0.19945
560000 0.198775
580000 0.197791
600000 0.196665
620000 0.197518
640000 0.193416
660000 0.20168
680000 0.201597
700000 0.194992
720000 0.197852
740000 0.196868
760000 0.197918
780000 0.200345
800000 0.202832
820000 0.202365
840000 0.197952
860000 0.195088
880000 0.195466
900000 0.195424
920000 0.200785
940000 0.203343
960000 0.201855
980000 0.202708
1000000 0.202812
1020000 0.19694
1040000 0.199747
1060000 0.198621
1080000 0.197122
1100000 0.19812
1120000 0.208164
1140000 0.198908
1160000 0.204392
1180000 0.201106
1200000 0.200703
1220000 0.203853
1240000 0.204406
1260000 0.205313
1280000 0.205359
1300000 0.208609
1320000 0.205526
1340000 0.207583
1360000 0.198798
1380000 0.203513
1400000 0.204221
1420000 0.208694
1440000 0.200257
1460000 0.20138
1480000 0.210743
1500000 0.206918
1520000 0.21478
1540000 0.205495
1560000 0.204297
1580000 0.205984
1600000 0.198033
1620000 0.204082
1640000 0.206156
1660000 0.209177
1680000 0.199842
1700000 0.207567
1720000 0.204593
1740000 0.203145
1760000 0.214151
1780000 0.21228
1800000 0.210282
1820000 0.205814
1840000 0.209546
1860000 0.211618
1880000 0.206503
1900000 0.199659
1920000 0.201002
1940000 0.20116
1960000 0.212004
1980000 0.207954
2000000 0.205775
