# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.134961
40000 0.140348
60000 0.139306
80000 0.144628
100000 0.144398
120000 0.14601
140000 0.142216
160000 0.139869
180000 0.146991
200000 0.141501
220000 0.146987
240000 0.141409
260000 0.141888
280000 0.143578
300000 0.139313
320000 0.141571
340000 0.146847
360000 0.137752
380000 0.141681
400000 0.144502
420000 0.136899
440000 0.144211
460000 0.144676
480000 0.146836
500000 0.144523
520000 0.147341
540000 0.144106
560000 0.140798
580000 0.140775
600000 0.138166
620000 0.141219
640000 0.140522
660000 0.139731
680000 0.14371
700000 0.141391
720000 0.144296
740000 0.139442
760000 0.138978
780000 0.145204
800000 0.143342
820000 0.144628
840000 0.14265
860000 0.142218
880000 0.141183
900000 0.148386
920000 0.149833
940000 0.141718
960000 0.149174
980000 0.146396
1000000 0.145521
1020000 0.144232
1040000 0.143358
1060000 0.143978
1080000 0.145628
1100000 0.143455
1120000 0.142438
1140000 0.139959
1160000 0.142248
1180000 0.147193
1200000 0.140349
1220000 0.141663
1240000 0.142822
1260000 0.145788
1280000 0.145162
1300000 0.143922
1320000 0.143236
1340000 0.144566
1360000 0.152934
1380000 0.146642
1400000 0.148779
1420000 0.149016
1440000 0.148841
1460000 0.146375
1480000 0.144504
1500000 0.142108
1520000 0.145751
1540000 0.150244
1560000 0.146763
1580000 0.144751
1600000 0.14689
1620000 0.148177
1640000 0.150112
1660000 0.147588
1680000 0.151541
1700000 0.14623
1720000 0.147185
1740000 0.14777
1760000 0.147317
1780000 0.145088
1800000 0.151723
1820000 0.151491
1840000 0.146184
1860000 0.148049
1880000 0.149817
1900000 0.145519
1920000 0.146598
1940000 0.145593
1960000 0.148991
1980000 0.147756
2000000 0.149602
