# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.206488
40000 0.201935
60000 0.201628
80000 0.204283
100000 0.201276
120000 0.204013
140000 0.204041
160000 0.203526
180000 0.204065
200000 0.205931
220000 0.203967
240000 0.202772
260000 0.20207
280000 0.203743
300000 0.20499
320000 0.214108
340000 0.205812
360000 0.200112
380000 0.207306
400000 0.205049
420000 0.203262
440000 0.20643
460000 0.204981
480000 0.205973
500000 0.207392
520000 0.208594
540000 0.198475
560000 0.208028
580000 0.204223
600000 0.208075
620000 0.20711
640000 0.208339
660000 0.203363
680000 0.208945
700000 0.206363
720000 0.205629
740000 0.203222
760000 0.207833
780000 0.211249
800000 0.210386
820000 0.211831
840000 0.209224
860000 0.205688
880000 0.206406
900000 0.211935
920000 0.208255
940000 0.204748
960000 0.209929
980000 0.206005
1000000 0.206784
1020000 0.216096
1040000 0.210913
1060000 0.20968
1080000 0.212053
1100000 0.211287
1120000 0.211588
1140000 0.214586
1160000 0.212327
1180000 0.213537
1200000 0.204983
1220000 0.212583
1240000 0.209614
1260000 0.218506
1280000 0.213801
1300000 0.210081
1320000 0.217135
1340000 0.208805
1360000 0.21416
1380000 0.20667
1400000 0.212724
1420000 0.21443
1440000 0.224292
1460000 0.216955
1480000 0.217527
1500000 0.222309
1520000 0.220874
1540000 0.21144
1560000 0.210492
1580000 0.21366
1600000 0.220944
1620000 0.220463
1640000 0.215589
1660000 0.21232
1680000 0.216814
1700000 0.219243
1720000 0.212718
1740000 0.216155
1760000 0.216408
1780000 0.224267
1800000 0.217585
1820000 0.21794
1840000 0.217947
1860000 0.219082
1880000 0.223523
1900000 0.219274
1920000 0.223333
1940000 0.219993
1960000 0.218553
1980000 0.219207
2000000 0.212504
