Date and Time     Completed      Estimated Time Left
01-01-2025 16:48      1%    2 days and   7 hours
01-01-2025 17:23      2%    2 days and   8 hours
01-01-2025 18:00      3%    2 days and   9 hours
01-01-2025 18:37      4%    2 days and   9 hours
01-01-2025 19:14      5%    2 days and   9 hours
01-01-2025 19:51      6%    2 days and   9 hours
01-01-2025 20:28      7%    2 days and   9 hours
01-01-2025 21:05      8%    2 days and   8 hours
01-01-2025 21:42      9%    2 days and   8 hours
01-01-2025 22:19     10%    2 days and   7 hours
01-01-2025 22:56     11%    2 days and   7 hours
01-01-2025 23:34     12%    2 days and   6 hours
02-01-2025 00:11     13%    2 days and   6 hours
02-01-2025 00:49     14%    2 days and   5 hours
02-01-2025 01:26     15%    2 days and   5 hours
02-01-2025 02:03     16%    2 days and   4 hours
02-01-2025 02:40     17%    2 days and   3 hours
02-01-2025 03:18     18%    2 days and   3 hours
02-01-2025 03:55     19%    2 days and   2 hours
02-01-2025 04:33     20%    2 days and   2 hours
02-01-2025 05:10     21%    2 days and   1 hours
02-01-2025 05:48     22%    2 days and   1 hours
02-01-2025 06:25     23%    1 days and  24 hours
02-01-2025 07:03     24%    1 days and  23 hours
02-01-2025 07:40     25%    1 days and  23 hours
02-01-2025 08:18     26%    1 days and  22 hours
02-01-2025 08:55     27%    1 days and  22 hours
02-01-2025 09:33     28%    1 days and  21 hours
02-01-2025 10:10     29%    1 days and  20 hours
02-01-2025 10:47     30%    1 days and  20 hours
02-01-2025 11:25     31%    1 days and  19 hours
02-01-2025 12:02     32%    1 days and  19 hours
02-01-2025 12:39     33%    1 days and  18 hours
02-01-2025 13:17     34%    1 days and  17 hours
02-01-2025 13:54     35%    1 days and  17 hours
02-01-2025 14:31     36%    1 days and  16 hours
02-01-2025 15:09     37%    1 days and  15 hours
02-01-2025 15:45     38%    1 days and  15 hours
02-01-2025 16:22     39%    1 days and  14 hours
02-01-2025 16:58     40%    1 days and  14 hours
02-01-2025 17:35     41%    1 days and  13 hours
02-01-2025 18:11     42%    1 days and  12 hours
02-01-2025 18:47     43%    1 days and  12 hours
02-01-2025 19:24     44%    1 days and  11 hours
02-01-2025 20:00     45%    1 days and  10 hours
02-01-2025 20:37     46%    1 days and  10 hours
02-01-2025 21:13     47%    1 days and   9 hours
02-01-2025 21:50     48%    1 days and   9 hours
02-01-2025 22:26     49%    1 days and   8 hours
02-01-2025 23:02     50%    1 days and   7 hours
02-01-2025 23:38     51%    1 days and   7 hours
03-01-2025 00:15     52%    1 days and   6 hours
03-01-2025 00:52     53%    1 days and   5 hours
03-01-2025 01:28     54%    1 days and   5 hours
03-01-2025 02:04     55%    1 days and   4 hours
03-01-2025 02:41     56%    1 days and   4 hours
03-01-2025 03:18     57%    1 days and   3 hours
03-01-2025 03:54     58%    1 days and   2 hours
03-01-2025 04:31     59%    1 days and   2 hours
03-01-2025 05:07     60%    1 days and   1 hours
03-01-2025 05:43     61%   23 hours and  57 minutes
03-01-2025 06:20     62%   23 hours and  20 minutes
03-01-2025 06:56     63%   22 hours and  43 minutes
03-01-2025 07:33     64%   22 hours and   6 minutes
03-01-2025 08:09     65%   21 hours and  29 minutes
03-01-2025 08:46     66%   20 hours and  52 minutes
03-01-2025 09:22     67%   20 hours and  15 minutes
03-01-2025 09:59     68%   19 hours and  38 minutes
03-01-2025 10:36     69%   19 hours and   1 minutes
03-01-2025 11:12     70%   18 hours and  24 minutes
03-01-2025 11:48     71%   17 hours and  47 minutes
03-01-2025 12:24     72%   17 hours and  10 minutes
03-01-2025 13:01     73%   16 hours and  33 minutes
03-01-2025 13:37     74%   15 hours and  56 minutes
03-01-2025 14:14     75%   15 hours and  19 minutes
03-01-2025 14:50     76%   14 hours and  42 minutes
03-01-2025 15:27     77%   14 hours and   5 minutes
03-01-2025 16:03     78%   13 hours and  28 minutes
03-01-2025 16:40     79%   12 hours and  52 minutes
03-01-2025 17:16     80%   12 hours and  15 minutes
03-01-2025 17:52     81%   11 hours and  38 minutes
03-01-2025 18:29     82%   11 hours and   1 minutes
03-01-2025 19:05     83%   10 hours and  24 minutes
03-01-2025 19:42     84%    9 hours and  47 minutes
03-01-2025 20:18     85%    9 hours and  11 minutes
03-01-2025 20:55     86%    8 hours and  34 minutes
03-01-2025 21:31     87%    7 hours and  57 minutes
03-01-2025 22:07     88%    7 hours and  20 minutes
03-01-2025 22:44     89%    6 hours and  43 minutes
03-01-2025 23:20     90%    6 hours and   7 minutes
03-01-2025 23:56     91%    5 hours and  30 minutes
04-01-2025 00:33     92%    4 hours and  53 minutes
04-01-2025 01:10     93%    4 hours and  17 minutes
04-01-2025 01:46     94%    3 hours and  40 minutes
04-01-2025 02:22     95%    3 hours and   3 minutes
04-01-2025 02:58     96%    2 hours and  26 minutes
04-01-2025 03:34     97%    1 hours and  50 minutes
04-01-2025 04:10     98%    1 hours and  13 minutes
04-01-2025 04:44     99%   36 minutes and 39 seconds
04-01-2025 05:19    100%    0 minutes and  0 seconds
