Date and Time     Completed      Estimated Time Left
06-01-2025 15:18      1%    1 days and   6 hours
06-01-2025 15:37      2%    1 days and   6 hours
06-01-2025 15:55      3%    1 days and   6 hours
06-01-2025 16:14      4%    1 days and   6 hours
06-01-2025 16:32      5%    1 days and   6 hours
06-01-2025 16:51      6%    1 days and   5 hours
06-01-2025 17:10      7%    1 days and   5 hours
06-01-2025 17:28      8%    1 days and   5 hours
06-01-2025 17:47      9%    1 days and   5 hours
06-01-2025 18:05     10%    1 days and   4 hours
06-01-2025 18:23     11%    1 days and   4 hours
06-01-2025 18:42     12%    1 days and   4 hours
06-01-2025 19:00     13%    1 days and   3 hours
06-01-2025 19:19     14%    1 days and   3 hours
06-01-2025 19:38     15%    1 days and   3 hours
06-01-2025 19:56     16%    1 days and   2 hours
06-01-2025 20:15     17%    1 days and   2 hours
06-01-2025 20:33     18%    1 days and   2 hours
06-01-2025 20:52     19%    1 days and   1 hours
06-01-2025 21:10     20%    1 days and   1 hours
06-01-2025 21:28     21%    1 days and   1 hours
06-01-2025 21:47     22%    1 days and   1 hours
06-01-2025 22:06     23%   23 hours and  42 minutes
06-01-2025 22:24     24%   23 hours and  25 minutes
06-01-2025 22:43     25%   23 hours and   6 minutes
06-01-2025 23:01     26%   22 hours and  48 minutes
06-01-2025 23:20     27%   22 hours and  30 minutes
06-01-2025 23:38     28%   22 hours and  11 minutes
06-01-2025 23:57     29%   21 hours and  53 minutes
07-01-2025 00:16     30%   21 hours and  36 minutes
07-01-2025 00:35     31%   21 hours and  18 minutes
07-01-2025 00:53     32%   20 hours and  59 minutes
07-01-2025 01:12     33%   20 hours and  41 minutes
07-01-2025 01:31     34%   20 hours and  24 minutes
07-01-2025 01:50     35%   20 hours and   5 minutes
07-01-2025 02:09     36%   19 hours and  47 minutes
07-01-2025 02:28     37%   19 hours and  30 minutes
07-01-2025 02:47     38%   19 hours and  11 minutes
07-01-2025 03:05     39%   18 hours and  53 minutes
07-01-2025 03:24     40%   18 hours and  35 minutes
07-01-2025 03:43     41%   18 hours and  17 minutes
07-01-2025 04:01     42%   17 hours and  58 minutes
07-01-2025 04:20     43%   17 hours and  39 minutes
07-01-2025 04:39     44%   17 hours and  21 minutes
07-01-2025 04:58     45%   17 hours and   3 minutes
07-01-2025 05:17     46%   16 hours and  44 minutes
07-01-2025 05:36     47%   16 hours and  26 minutes
07-01-2025 05:54     48%   16 hours and   8 minutes
07-01-2025 06:13     49%   15 hours and  49 minutes
07-01-2025 06:31     50%   15 hours and  30 minutes
07-01-2025 06:50     51%   15 hours and  12 minutes
07-01-2025 07:09     52%   14 hours and  53 minutes
07-01-2025 07:27     53%   14 hours and  34 minutes
07-01-2025 07:46     54%   14 hours and  16 minutes
07-01-2025 08:05     55%   13 hours and  58 minutes
07-01-2025 08:23     56%   13 hours and  39 minutes
07-01-2025 08:42     57%   13 hours and  20 minutes
07-01-2025 09:00     58%   13 hours and   1 minutes
07-01-2025 09:19     59%   12 hours and  43 minutes
07-01-2025 09:38     60%   12 hours and  25 minutes
07-01-2025 09:56     61%   12 hours and   6 minutes
07-01-2025 10:15     62%   11 hours and  47 minutes
07-01-2025 10:34     63%   11 hours and  28 minutes
07-01-2025 10:53     64%   11 hours and  10 minutes
07-01-2025 11:12     65%   10 hours and  52 minutes
07-01-2025 11:31     66%   10 hours and  33 minutes
07-01-2025 11:49     67%   10 hours and  14 minutes
07-01-2025 12:08     68%    9 hours and  56 minutes
07-01-2025 12:27     69%    9 hours and  37 minutes
07-01-2025 12:45     70%    9 hours and  19 minutes
07-01-2025 13:05     71%    9 hours and   0 minutes
07-01-2025 13:23     72%    8 hours and  42 minutes
07-01-2025 13:42     73%    8 hours and  23 minutes
07-01-2025 14:01     74%    8 hours and   4 minutes
07-01-2025 14:19     75%    7 hours and  46 minutes
07-01-2025 14:38     76%    7 hours and  27 minutes
07-01-2025 14:56     77%    7 hours and   8 minutes
07-01-2025 15:15     78%    6 hours and  50 minutes
07-01-2025 15:34     79%    6 hours and  31 minutes
07-01-2025 15:52     80%    6 hours and  12 minutes
07-01-2025 16:10     81%    5 hours and  54 minutes
07-01-2025 16:28     82%    5 hours and  35 minutes
07-01-2025 16:47     83%    5 hours and  16 minutes
07-01-2025 17:05     84%    4 hours and  58 minutes
07-01-2025 17:24     85%    4 hours and  39 minutes
07-01-2025 17:43     86%    4 hours and  20 minutes
07-01-2025 18:02     87%    4 hours and   2 minutes
07-01-2025 18:21     88%    3 hours and  43 minutes
07-01-2025 18:39     89%    3 hours and  25 minutes
07-01-2025 18:58     90%    3 hours and   6 minutes
07-01-2025 19:17     91%    2 hours and  47 minutes
07-01-2025 19:36     92%    2 hours and  29 minutes
07-01-2025 19:54     93%    2 hours and  10 minutes
07-01-2025 20:13     94%    1 hours and  51 minutes
07-01-2025 20:31     95%    1 hours and  33 minutes
07-01-2025 20:50     96%    1 hours and  14 minutes
07-01-2025 21:09     97%   55 minutes and 55 seconds
07-01-2025 21:28     98%   37 minutes and 17 seconds
07-01-2025 21:47     99%   18 minutes and 39 seconds
07-01-2025 22:05    100%    0 minutes and  0 seconds
